StatusMonth,Occupation,Score,n
2024-11,312212 Civil Engineering Technician,85,7
2024-11,253912 Emergency Medicine Specialist,75,6
2024-11,253912 Emergency Medicine Specialist,80,3
2024-11,253912 Emergency Medicine Specialist,85,1
2024-11,234312 Environmental Consultant,95,1
2024-11,234312 Environmental Consultant,90,10
2024-11,234312 Environmental Consultant,110,1
2024-11,234312 Environmental Consultant,100,1
2024-11,234517 Microbiologist,90,4
2024-11,322211 Sheetmetal Trades Worker,70,1
2024-11,232112 Landscape Architect,75,26
2024-11,232112 Landscape Architect,70,3
2024-11,232112 Landscape Architect,80,7
2024-11,232112 Landscape Architect,90,1
2024-11,232112 Landscape Architect,85,3
2024-11,252712 Speech Pathologist,75,10
2024-11,252712 Speech Pathologist,80,3
2024-11,252712 Speech Pathologist,85,1
2024-11,322311 Metal Fabricator,75,5
2024-11,322311 Metal Fabricator,80,2
2024-11,322311 Metal Fabricator,85,1
2024-11,234999 Natural and Physical Science Professionals nec,90,2
2024-11,234914 Physicist,90,4
2024-11,233112 Materials Engineer,95,2
2024-11,233112 Materials Engineer,90,14
2024-11,233112 Materials Engineer,85,1
2024-11,233112 Materials Engineer,100,1
2024-11,252411 Occupational Therapist,75,49
2024-11,252411 Occupational Therapist,80,22
2024-11,252411 Occupational Therapist,95,1
2024-11,252411 Occupational Therapist,90,3
2024-11,252411 Occupational Therapist,85,4
2024-11,234513 Biochemist,95,2
2024-11,234513 Biochemist,90,6
2024-11,234513 Biochemist,100,1
2024-11,234611 Medical Laboratory Scientist,75,37
2024-11,234611 Medical Laboratory Scientist,80,13
2024-11,234611 Medical Laboratory Scientist,90,2
2024-11,234611 Medical Laboratory Scientist,85,6
2024-11,241511 Special Needs Teacher,75,3
2024-11,254425 Registered Nurse (Paediatrics),75,9
2024-11,254425 Registered Nurse (Paediatrics),70,1
2024-11,254425 Registered Nurse (Paediatrics),80,2
2024-11,254425 Registered Nurse (Paediatrics),95,1
2024-11,254425 Registered Nurse (Paediatrics),85,2
2024-11,234399 Environmental Scientists nec,90,1
2024-11,272399 Psychologists nec,75,12
2024-11,272399 Psychologists nec,80,5
2024-11,272399 Psychologists nec,90,1
2024-11,272399 Psychologists nec,85,6
2024-11,323214 Metal Machinist (First Class),90,1
2024-11,251912 Orthotist or Prosthetist,75,1
2024-11,331211 Carpenter and Joiner,75,1
2024-11,254111 Midwife,75,5
2024-11,254111 Midwife,80,4
2024-11,233916 Naval Architect,90,1
2024-11,252112 Osteopath,75,1
2024-11,334111 Plumber (General),65,2
2024-11,334111 Plumber (General),75,3
2024-11,334111 Plumber (General),70,2
2024-11,234413 Hydrogeologist,90,1
2024-11,254421 Registered Nurse (Medical Practice),75,1
2024-11,254421 Registered Nurse (Medical Practice),80,2
2024-11,254424 Registered Nurse (Surgical),75,28
2024-11,254424 Registered Nurse (Surgical),80,5
2024-11,254424 Registered Nurse (Surgical),85,4
2024-11,399111 Boat Builder and Repairer,90,1
2024-11,333212 Solid Plasterer,75,1
2024-11,333411 Wall and Floor Tiler,65,3
2024-11,333411 Wall and Floor Tiler,75,1
2024-11,333411 Wall and Floor Tiler,70,5
2024-11,333411 Wall and Floor Tiler,80,2
2024-11,254414 Registered Nurse (Community Health),75,5
2024-11,254413 Registered Nurse (Child and Family Health),75,2
2024-11,254413 Registered Nurse (Child and Family Health),80,2
2024-11,252711 Audiologist,75,17
2024-11,252711 Audiologist,80,5
2024-11,252711 Audiologist,85,1
2024-11,313214 Telecommunications Technical Officer or Technologist,90,1
2024-11,253321 Paediatrician,75,1
2024-11,253917 Diagnostic and Interventional Radiologist,80,1
2024-11,253917 Diagnostic and Interventional Radiologist,85,1
2024-11,234913 Meteorologist,90,1
2024-11,211213 Musician (Instrumental),90,1
2024-11,234518 Zoologist,90,1
2024-11,253411 Psychiatrist,80,2
2024-11,251411 Optometrist,75,2
2024-11,251411 Optometrist,80,2
2024-11,253399 Specialist Physicians nec,80,1
2024-11,251214 Sonographer,75,2
2024-11,251214 Sonographer,80,1
2024-11,251214 Sonographer,85,2
2024-11,334112 Airconditioning and Mechanical Services Plumber,70,2
2024-11,334112 Airconditioning and Mechanical Services Plumber,90,1
2024-11,253318 Neurologist,75,1
2024-11,272311 Clinical Psychologist,75,1
2024-11,272311 Clinical Psychologist,90,1
2024-11,254411 Nurse Practitioner,100,1
2024-11,251212 Medical Radiation Therapist,75,1
2024-11,251212 Medical Radiation Therapist,80,1
2024-11,341113 Lift Mechanic,65,1
2024-11,252611 Podiatrist,75,4
2024-11,241599 Special Education Teachers nec,75,1
2024-11,241599 Special Education Teachers nec,80,1
2024-11,253311 Specialist Physician (General Medicine),75,1
2024-11,211112 Dancer or Choreographer,90,1
2024-11,253324 Thoracic Medicine Specialist,75,2
2024-11,253514 Orthopaedic Surgeon,75,1
2024-11,253514 Orthopaedic Surgeon,95,1
2025-11,241111 Early Childhood (Pre-primary School) Teacher,95,2
2025-11,241111 Early Childhood (Pre-primary School) Teacher,90,40
2025-11,241111 Early Childhood (Pre-primary School) Teacher,85,205
2025-11,234111 Agricultural Consultant,95,1
2025-11,234111 Agricultural Consultant,90,15
2025-11,234111 Agricultural Consultant,85,18
2025-11,234111 Agricultural Consultant,100,1
2025-11,254418 Registered Nurse (Medical),75,39
2025-11,254418 Registered Nurse (Medical),80,31
2025-11,254418 Registered Nurse (Medical),90,3
2025-11,254418 Registered Nurse (Medical),85,14
2025-11,234211 Chemist,95,2
2025-11,234211 Chemist,90,22
2025-11,234211 Chemist,85,29
2025-11,234211 Chemist,100,3
2025-11,234211 Chemist,105,2
2025-11,271311 Solicitor,95,2
2025-11,271311 Solicitor,90,73
2025-11,271311 Solicitor,85,88
2025-11,233111 Chemical Engineer,95,8
2025-11,233111 Chemical Engineer,90,50
2025-11,233111 Chemical Engineer,85,91
2025-11,233111 Chemical Engineer,100,1
2025-11,233111 Chemical Engineer,105,1
2025-11,312312 Electrical Engineering Technician,90,8
2025-11,312312 Electrical Engineering Technician,85,16
2025-11,323211 Fitter (General),85,2
2025-11,232111 Architect,90,22
2025-11,232111 Architect,85,45
2025-11,232111 Architect,110,1
2025-11,234212 Food Technologist,95,5
2025-11,234212 Food Technologist,90,28
2025-11,234212 Food Technologist,85,28
2025-11,234212 Food Technologist,105,1
2025-11,312311 Electrical Engineering Draftsperson,90,3
2025-11,312311 Electrical Engineering Draftsperson,85,2
2025-11,224711 Management Consultant,95,6
2025-11,224711 Management Consultant,90,49
2025-11,224711 Management Consultant,85,67
2025-11,234711 Veterinarian,95,3
2025-11,234711 Veterinarian,90,15
2025-11,234711 Veterinarian,85,33
2025-11,234711 Veterinarian,100,2
2025-11,241411 Secondary School Teacher,75,57
2025-11,241411 Secondary School Teacher,80,163
2025-11,241411 Secondary School Teacher,95,1
2025-11,241411 Secondary School Teacher,90,2
2025-11,241411 Secondary School Teacher,85,56
2025-11,241411 Secondary School Teacher,100,1
2025-11,134111 Child Care Centre Manager,75,1
2025-11,134111 Child Care Centre Manager,80,1
2025-11,224111 Actuary,95,1
2025-11,224111 Actuary,90,33
2025-11,224111 Actuary,85,31
2025-11,333111 Glazier,65,3
2025-11,333111 Glazier,75,1
2025-11,333111 Glazier,70,2
2025-11,263312 Telecommunications Network Engineer,95,3
2025-11,263312 Telecommunications Network Engineer,90,2
2025-11,133211 Engineering Manager,95,1
2025-11,133211 Engineering Manager,90,1
2025-11,133211 Engineering Manager,85,18
2025-11,234599 Life Scientists nec,95,5
2025-11,234599 Life Scientists nec,90,4
2025-11,234599 Life Scientists nec,85,7
2025-11,234599 Life Scientists nec,100,4
2025-11,254422 Registered Nurse (Mental Health),75,13
2025-11,254422 Registered Nurse (Mental Health),80,16
2025-11,254422 Registered Nurse (Mental Health),95,1
2025-11,254422 Registered Nurse (Mental Health),85,11
2025-11,312211 Civil Engineering Draftsperson,95,4
2025-11,312211 Civil Engineering Draftsperson,90,25
2025-11,312211 Civil Engineering Draftsperson,85,80
2025-11,234511 Life Scientist (General),95,4
2025-11,234511 Life Scientist (General),90,18
2025-11,234511 Life Scientist (General),85,17
2025-11,234511 Life Scientist (General),100,1
2025-11,234511 Life Scientist (General),105,2
2025-11,254423 Registered Nurse (Perioperative),75,28
2025-11,254423 Registered Nurse (Perioperative),80,14
2025-11,254423 Registered Nurse (Perioperative),90,1
2025-11,254423 Registered Nurse (Perioperative),85,4
2025-11,232212 Surveyor,95,2
2025-11,232212 Surveyor,90,1
2025-11,232212 Surveyor,85,9
2025-11,254499 Registered Nurses nec,75,408
2025-11,254499 Registered Nurses nec,80,342
2025-11,254499 Registered Nurses nec,95,1
2025-11,254499 Registered Nurses nec,90,14
2025-11,254499 Registered Nurses nec,85,111
2025-11,224512 Valuer,90,1
2025-11,224512 Valuer,85,8
2025-11,234516 Marine Biologist,95,1
2025-11,234516 Marine Biologist,90,3
2025-11,234516 Marine Biologist,85,2
2025-11,234516 Marine Biologist,110,1
2025-11,234516 Marine Biologist,105,1
2025-11,233611 Mining Engineer (excluding Petroleum),90,12
2025-11,233611 Mining Engineer (excluding Petroleum),85,11
2025-11,254417 Registered Nurse (Disability and Rehabilitation),75,2
2025-11,254417 Registered Nurse (Disability and Rehabilitation),80,3
2025-11,254417 Registered Nurse (Disability and Rehabilitation),85,1
2025-11,261211 Multimedia Specialist,95,19
2025-11,261211 Multimedia Specialist,90,14
2025-11,261211 Multimedia Specialist,100,1
2025-11,263311 Telecommunications Engineer,95,14
2025-11,263311 Telecommunications Engineer,90,7
2025-11,263311 Telecommunications Engineer,100,3
2025-11,322313 Welder (First Class),95,1
2025-11,322313 Welder (First Class),90,1
2025-11,322313 Welder (First Class),85,3
2025-11,234912 Metallurgist,95,1
2025-11,234912 Metallurgist,90,1
2025-11,234912 Metallurgist,85,3
2025-11,232214 Other Spatial Scientist,95,1
2025-11,232214 Other Spatial Scientist,90,8
2025-11,232214 Other Spatial Scientist,85,9
2025-11,232214 Other Spatial Scientist,100,1
2025-11,133111 Construction Project Manager,95,3
2025-11,133111 Construction Project Manager,90,18
2025-11,133111 Construction Project Manager,85,57
2025-11,253111 General Practitioner,75,27
2025-11,253111 General Practitioner,80,69
2025-11,253111 General Practitioner,95,1
2025-11,253111 General Practitioner,90,14
2025-11,253111 General Practitioner,85,29
2025-11,234313 Environmental Research Scientist,95,6
2025-11,234313 Environmental Research Scientist,90,7
2025-11,234313 Environmental Research Scientist,85,8
2025-11,234313 Environmental Research Scientist,100,1
2025-11,234112 Agricultural Scientist,95,4
2025-11,234112 Agricultural Scientist,90,18
2025-11,234112 Agricultural Scientist,85,8
2025-11,234112 Agricultural Scientist,105,1
2025-11,234113 Forester,85,2
2025-11,271111 Barrister,90,2
2025-11,313213 Telecommunications Network Planner,90,2
2025-11,331212 Carpenter,65,137
2025-11,331212 Carpenter,75,37
2025-11,331212 Carpenter,70,113
2025-11,331212 Carpenter,80,27
2025-11,331212 Carpenter,90,1
2025-11,331212 Carpenter,85,3
2025-11,272511 Social Worker,75,44
2025-11,272511 Social Worker,80,161
2025-11,272511 Social Worker,95,1
2025-11,272511 Social Worker,90,16
2025-11,272511 Social Worker,85,62
2025-11,332211 Painting Trades Worker,75,39
2025-11,332211 Painting Trades Worker,70,35
2025-11,332211 Painting Trades Worker,80,13
2025-11,332211 Painting Trades Worker,90,1
2025-11,332211 Painting Trades Worker,85,2
2025-11,342313 Electronic Equipment Trades Worker,90,1
2025-11,342313 Electronic Equipment Trades Worker,85,5
2025-11,342313 Electronic Equipment Trades Worker,110,1
2025-11,233612 Petroleum Engineer,95,2
2025-11,233612 Petroleum Engineer,90,2
2025-11,233612 Petroleum Engineer,85,11
2025-11,233612 Petroleum Engineer,100,1
2025-11,252111 Chiropractor,85,1
2025-11,313212 Telecommunications Field Engineer,95,1
2025-11,254415 Registered Nurse (Critical Care and Emergency),75,44
2025-11,254415 Registered Nurse (Critical Care and Emergency),80,29
2025-11,254415 Registered Nurse (Critical Care and Emergency),90,1
2025-11,254415 Registered Nurse (Critical Care and Emergency),85,6
2025-11,224311 Economist,95,1
2025-11,224311 Economist,90,6
2025-11,224311 Economist,85,13
2025-11,234514 Biotechnologist,95,8
2025-11,234514 Biotechnologist,90,19
2025-11,234514 Biotechnologist,85,26
2025-11,234514 Biotechnologist,100,3
2025-11,331111 Bricklayer,65,23
2025-11,331111 Bricklayer,75,6
2025-11,331111 Bricklayer,70,10
2025-11,331111 Bricklayer,80,1
2025-11,331111 Bricklayer,90,1
2025-11,331111 Bricklayer,85,1
2025-11,139912 Environmental Manager,95,1
2025-11,139912 Environmental Manager,90,4
2025-11,139912 Environmental Manager,85,6
2025-11,139911 Arts Administrator or Manager,95,1
2025-11,139911 Arts Administrator or Manager,90,3
2025-11,139911 Arts Administrator or Manager,85,1
2025-11,254412 Registered Nurse (Aged Care),75,66
2025-11,254412 Registered Nurse (Aged Care),80,71
2025-11,254412 Registered Nurse (Aged Care),90,2
2025-11,254412 Registered Nurse (Aged Care),85,19
2025-11,253999 Medical Practitioners nec,75,14
2025-11,253999 Medical Practitioners nec,80,57
2025-11,253999 Medical Practitioners nec,95,2
2025-11,253999 Medical Practitioners nec,90,9
2025-11,253999 Medical Practitioners nec,85,25
2025-11,234412 Geophysicist,90,1
2025-11,234412 Geophysicist,85,2
2025-11,224113 Statistician,95,9
2025-11,224113 Statistician,90,65
2025-11,224113 Statistician,85,48
2025-11,224113 Statistician,100,1
2025-11,341111 Electrician (General),65,23
2025-11,341111 Electrician (General),75,14
2025-11,341111 Electrician (General),70,15
2025-11,341111 Electrician (General),80,4
2025-11,252511 Physiotherapist,75,44
2025-11,252511 Physiotherapist,80,51
2025-11,252511 Physiotherapist,90,4
2025-11,252511 Physiotherapist,85,17
2025-11,251211 Medical Diagnostic Radiographer,75,16
2025-11,251211 Medical Diagnostic Radiographer,80,9
2025-11,251211 Medical Diagnostic Radiographer,85,2
2025-11,232213 Cartographer,90,1
2025-11,342315 Electronic Instrument Trades Worker (Special Class),85,1
2025-11,312212 Civil Engineering Technician,95,2
2025-11,312212 Civil Engineering Technician,90,14
2025-11,312212 Civil Engineering Technician,85,48
2025-11,253912 Emergency Medicine Specialist,75,3
2025-11,253912 Emergency Medicine Specialist,80,4
2025-11,253912 Emergency Medicine Specialist,90,1
2025-11,253912 Emergency Medicine Specialist,85,2
2025-11,234312 Environmental Consultant,95,10
2025-11,234312 Environmental Consultant,90,34
2025-11,234312 Environmental Consultant,85,27
2025-11,234517 Microbiologist,95,1
2025-11,234517 Microbiologist,90,5
2025-11,234517 Microbiologist,85,11
2025-11,234517 Microbiologist,100,1
2025-11,232112 Landscape Architect,90,8
2025-11,232112 Landscape Architect,85,8
2025-11,252712 Speech Pathologist,75,6
2025-11,252712 Speech Pathologist,80,5
2025-11,252712 Speech Pathologist,90,2
2025-11,252712 Speech Pathologist,85,2
2025-11,322311 Metal Fabricator,85,2
2025-11,234999 Natural and Physical Science Professionals nec,90,1
2025-11,234999 Natural and Physical Science Professionals nec,85,3
2025-11,234914 Physicist,95,3
2025-11,234914 Physicist,90,6
2025-11,234914 Physicist,85,5
2025-11,234914 Physicist,115,1
2025-11,233112 Materials Engineer,95,4
2025-11,233112 Materials Engineer,90,7
2025-11,233112 Materials Engineer,85,15
2025-11,233112 Materials Engineer,100,1
2025-11,252411 Occupational Therapist,75,33
2025-11,252411 Occupational Therapist,80,24
2025-11,252411 Occupational Therapist,90,5
2025-11,252411 Occupational Therapist,85,9
2025-11,234513 Biochemist,90,3
2025-11,234513 Biochemist,85,2
2025-11,234611 Medical Laboratory Scientist,95,2
2025-11,234611 Medical Laboratory Scientist,90,5
2025-11,234611 Medical Laboratory Scientist,85,11
2025-11,234611 Medical Laboratory Scientist,100,1
2025-11,241511 Special Needs Teacher,75,2
2025-11,254425 Registered Nurse (Paediatrics),75,4
2025-11,254425 Registered Nurse (Paediatrics),80,5
2025-11,254425 Registered Nurse (Paediatrics),90,1
2025-11,254425 Registered Nurse (Paediatrics),85,4
2025-11,234399 Environmental Scientists nec,90,1
2025-11,234399 Environmental Scientists nec,85,3
2025-11,272399 Psychologists nec,75,3
2025-11,272399 Psychologists nec,80,24
2025-11,272399 Psychologists nec,90,2
2025-11,272399 Psychologists nec,85,7
2025-11,331211 Carpenter and Joiner,65,2
2025-11,331211 Carpenter and Joiner,75,5
2025-11,331211 Carpenter and Joiner,70,6
2025-11,254111 Midwife,75,2
2025-11,254111 Midwife,80,10
2025-11,254111 Midwife,85,3
2025-11,342314 Electronic Instrument Trades Worker (General),85,1
2025-11,334111 Plumber (General),65,11
2025-11,334111 Plumber (General),75,3
2025-11,334111 Plumber (General),70,6
2025-11,334111 Plumber (General),80,5
2025-11,334111 Plumber (General),95,1
2025-11,234413 Hydrogeologist,90,1
2025-11,254421 Registered Nurse (Medical Practice),75,4
2025-11,254421 Registered Nurse (Medical Practice),80,2
2025-11,254421 Registered Nurse (Medical Practice),90,1
2025-11,254421 Registered Nurse (Medical Practice),85,2
2025-11,254424 Registered Nurse (Surgical),75,23
2025-11,254424 Registered Nurse (Surgical),80,19
2025-11,254424 Registered Nurse (Surgical),90,2
2025-11,254424 Registered Nurse (Surgical),85,4
2025-11,224511 Land Economist,90,1
2025-11,224511 Land Economist,85,8
2025-11,452316 Tennis Coach,90,1
2025-11,452316 Tennis Coach,85,1
2025-11,399111 Boat Builder and Repairer,90,1
2025-11,253312 Cardiologist,80,2
2025-11,333212 Solid Plasterer,65,2
2025-11,333411 Wall and Floor Tiler,65,27
2025-11,333411 Wall and Floor Tiler,75,2
2025-11,333411 Wall and Floor Tiler,70,9
2025-11,254414 Registered Nurse (Community Health),75,1
2025-11,254414 Registered Nurse (Community Health),80,6
2025-11,254414 Registered Nurse (Community Health),100,1
2025-11,254413 Registered Nurse (Child and Family Health),75,2
2025-11,254413 Registered Nurse (Child and Family Health),80,1
2025-11,252711 Audiologist,75,9
2025-11,252711 Audiologist,80,5
2025-11,252711 Audiologist,85,1
2025-11,313214 Telecommunications Technical Officer or Technologist,95,1
2025-11,134213 Primary Health Organisation Manager,90,2
2025-11,253321 Paediatrician,80,1
2025-11,253317 Intensive Care Specialist,80,1
2025-11,253317 Intensive Care Specialist,90,1
2025-11,253917 Diagnostic and Interventional Radiologist,85,2
2025-11,331213 Joiner,65,1
2025-11,331213 Joiner,70,1
2025-11,272313 Organisational Psychologist,80,1
2025-11,234518 Zoologist,90,2
2025-11,234518 Zoologist,85,2
2025-11,321111 Automotive Electrician,85,1
2025-11,253411 Psychiatrist,75,1
2025-11,253411 Psychiatrist,80,2
2025-11,253411 Psychiatrist,85,1
2025-11,251411 Optometrist,75,1
2025-11,251411 Optometrist,80,1
2025-11,251214 Sonographer,75,1
2025-11,251214 Sonographer,80,3
2025-11,251214 Sonographer,95,3
2025-11,251214 Sonographer,90,6
2025-11,251214 Sonographer,85,8
2025-11,334112 Airconditioning and Mechanical Services Plumber,65,7
2025-11,334112 Airconditioning and Mechanical Services Plumber,75,3
2025-11,334112 Airconditioning and Mechanical Services Plumber,70,4
2025-11,334112 Airconditioning and Mechanical Services Plumber,85,1
2025-11,253511 Surgeon (General),80,1
2025-11,253318 Neurologist,80,1
2025-11,334115 Roof Plumber,70,2
2025-11,334115 Roof Plumber,85,1
2025-11,272311 Clinical Psychologist,80,1
2025-11,272311 Clinical Psychologist,95,1
2025-11,272311 Clinical Psychologist,85,2
2025-11,253521 Vascular Surgeon,75,1
2025-11,251212 Medical Radiation Therapist,95,1
2025-11,251212 Medical Radiation Therapist,90,1
2025-11,252611 Podiatrist,75,3
2025-11,252611 Podiatrist,80,1
2025-11,241599 Special Education Teachers nec,75,1
2025-11,241599 Special Education Teachers nec,80,1
2025-11,253311 Specialist Physician (General Medicine),80,2
2025-11,253311 Specialist Physician (General Medicine),90,1
2025-11,134214 Welfare Centre Manager,85,1
2025-11,253913 Obstetrician and Gynaecologist,75,1
2025-11,253324 Thoracic Medicine Specialist,80,1
2025-11,334114 Gasfitter,65,1
2025-11,253514 Orthopaedic Surgeon,85,1
2025-11,331112 Stonemason,75,1
2025-11,253314 Medical Oncologist,80,1
