AsAt,OccGroup,Score,n,pool_doe_max,pool_doe_min
08/2025,2339 Other Engineering Professionals,45,3,46146.213368055556,45658.20648148148
08/2025,2341 Agricultural and Forestry Scientists,65,79,46263.210752314815,45405.83561342592
08/2025,2341 Agricultural and Forestry Scientists,75,68,46249.20521990741,45181.704201388886
08/2025,2341 Agricultural and Forestry Scientists,70,62,46265.61293981481,45294.542905092596
08/2025,2341 Agricultural and Forestry Scientists,80,55,46238.20780092593,45270.21295138889
08/2025,2341 Agricultural and Forestry Scientists,95,1,45952.205034722225,45893.654710648145
08/2025,2341 Agricultural and Forestry Scientists,90,10,45971.20501157407,45803.44252314815
08/2025,2341 Agricultural and Forestry Scientists,85,33,46250.20707175926,45496.64662037037
08/2025,2341 Agricultural and Forestry Scientists,55,12,46181.204513888886,45683.27143518518
08/2025,2341 Agricultural and Forestry Scientists,60,17,46242.20569444444,45517.204560185186
08/2025,2341 Agricultural and Forestry Scientists,50,1,45918.20475694445,45865.27415509259
08/2025,2341 Agricultural and Forestry Scientists,45,1,45976.206921296296,45789.08561342592
08/2025,2544 Registered Nurses,65,1236,46265.48337962963,45262.167025462964
08/2025,2544 Registered Nurses,75,1136,46263.210752314815,45301.839108796295
08/2025,2544 Registered Nurses,70,1357,46264.213784722226,45300.71633101852
08/2025,2544 Registered Nurses,80,180,46171.57042824074,45534.75734953704
08/2025,2544 Registered Nurses,90,2,45907.2115162037,45896.897569444445
08/2025,2544 Registered Nurses,85,15,46169.20512731482,45729.551875
08/2025,2544 Registered Nurses,55,64,46263.210752314815,45555.82607638889
08/2025,2544 Registered Nurses,60,156,46264.213784722226,45268.80189814815
08/2025,2544 Registered Nurses,50,10,46262.20508101852,45610.406319444446
08/2025,2544 Registered Nurses,40,1,45677.20615740741,45591.505578703705
08/2025,2544 Registered Nurses,45,2,45943.20564814815,45624.0559375
08/2025,2544 Registered Nurses,35,1,45778.93603009259,45778.93603009259
08/2025,3513 Chefs,65,650,46267.208703703705,45175.84471064815
08/2025,3513 Chefs,75,502,46266.21104166667,45210.469247685185
08/2025,3513 Chefs,70,677,46267.208703703705,45216.81039351852
08/2025,3513 Chefs,80,292,46267.208703703705,45210.6562962963
08/2025,3513 Chefs,95,17,46256.2065625,45611.64236111111
08/2025,3513 Chefs,90,72,46249.20521990741,45275.197696759256
08/2025,3513 Chefs,85,152,46258.205046296294,45386.60225694445
08/2025,3513 Chefs,55,39,46265.211539351854,45485.507361111115
08/2025,3513 Chefs,60,110,46254.20762731481,45357.82842592592
08/2025,3513 Chefs,50,16,46250.20707175926,45493.61363425926
08/2025,3513 Chefs,100,1,46174.20638888889,45842.892546296294
08/2025,3513 Chefs,105,3,46193.20486111111,45703.77186342593
08/2025,3513 Chefs,45,5,46163.20476851852,45721.458599537036
08/2025,2334 Electronics Engineers,65,153,46253.205509259256,45255.8741087963
08/2025,2334 Electronics Engineers,75,178,46267.208703703705,45195.69565972222
08/2025,2334 Electronics Engineers,70,165,46248.20554398148,45224.966886574075
08/2025,2334 Electronics Engineers,80,167,46264.213784722226,45240.78135416667
08/2025,2334 Electronics Engineers,95,11,46087.20458333333,45783.788090277776
08/2025,2334 Electronics Engineers,90,65,46265.211539351854,45415.44981481481
08/2025,2334 Electronics Engineers,85,135,46266.21104166667,45234.646053240744
08/2025,2334 Electronics Engineers,55,20,46261.20773148148,45206.56364583333
08/2025,2334 Electronics Engineers,60,45,46251.204930555556,45547.5681712963
08/2025,2334 Electronics Engineers,50,12,46253.205509259256,45645.700625
08/2025,2334 Electronics Engineers,45,3,46181.204513888886,45816.22012731482
08/2025,3232 Metal Fitters and Machinists,65,32,46229.212847222225,45518.578125
08/2025,3232 Metal Fitters and Machinists,75,14,46220.20799768518,45446.40806712963
08/2025,3232 Metal Fitters and Machinists,70,19,46248.20554398148,45594.892222222225
08/2025,3232 Metal Fitters and Machinists,80,1,46111.20563657407,45821.91228009259
08/2025,3232 Metal Fitters and Machinists,85,3,45880.809212962966,45609.13898148148
08/2025,3232 Metal Fitters and Machinists,55,6,46141.20490740741,45498.69185185185
08/2025,3232 Metal Fitters and Machinists,60,1,45950.20516203704,45792.73037037037
08/2025,3232 Metal Fitters and Machinists,50,2,46136.205358796295,45559.29125
08/2025,3232 Metal Fitters and Machinists,40,1,46010.20518518519,45873.66947916667
08/2025,3232 Metal Fitters and Machinists,45,2,46109.20630787037,45744.26325231481
08/2025,2631 Computer Network Professionals,65,201,46266.21104166667,45175.561875
08/2025,2631 Computer Network Professionals,75,365,46266.21104166667,45182.52150462963
08/2025,2631 Computer Network Professionals,70,222,46267.208703703705,45271.865208333336
08/2025,2631 Computer Network Professionals,80,267,46262.20508101852,45251.79725694445
08/2025,2631 Computer Network Professionals,95,128,46245.210856481484,45279.5212962963
08/2025,2631 Computer Network Professionals,90,222,46265.211539351854,45267.73144675926
08/2025,2631 Computer Network Professionals,85,251,46259.20663194444,45174.658784722225
08/2025,2631 Computer Network Professionals,55,16,46229.212847222225,45605.8728125
08/2025,2631 Computer Network Professionals,60,44,46259.20663194444,45364.50733796296
08/2025,2631 Computer Network Professionals,50,5,45920.212013888886,45320.85230324074
08/2025,2631 Computer Network Professionals,100,31,46257.20914351852,45664.210486111115
08/2025,2631 Computer Network Professionals,40,1,46177.20538194444,45552.13450231482
08/2025,2631 Computer Network Professionals,45,2,46168.20662037037,45742.20638888889
08/2025,"2342 Chemists, and Food and Wine Scientists",65,79,46266.21104166667,45214.11561342593
08/2025,"2342 Chemists, and Food and Wine Scientists",75,84,46250.20707175926,45256.79283564815
08/2025,"2342 Chemists, and Food and Wine Scientists",70,94,46263.210752314815,45293.64430555556
08/2025,"2342 Chemists, and Food and Wine Scientists",80,63,46257.20914351852,45369.19342592593
08/2025,"2342 Chemists, and Food and Wine Scientists",95,1,45893.46518518519,45893.46518518519
08/2025,"2342 Chemists, and Food and Wine Scientists",90,24,46067.20622685185,45793.22375
08/2025,"2342 Chemists, and Food and Wine Scientists",85,65,46168.20662037037,45199.12913194444
08/2025,"2342 Chemists, and Food and Wine Scientists",55,7,46242.20569444444,45532.488703703704
08/2025,"2342 Chemists, and Food and Wine Scientists",60,15,46183.20481481482,45503.7427662037
08/2025,"2342 Chemists, and Food and Wine Scientists",50,3,46230.20935185185,45518.22332175926
08/2025,2713 Solicitors,65,28,46227.21060185185,45400.32611111111
08/2025,2713 Solicitors,75,61,46255.208032407405,45226.05704861111
08/2025,2713 Solicitors,70,59,46260.20512731482,45369.75697916667
08/2025,2713 Solicitors,80,68,46255.208032407405,45305.89637731481
08/2025,2713 Solicitors,90,32,46153.20520833333,45793.67244212963
08/2025,2713 Solicitors,85,97,46177.20538194444,45207.00850694445
08/2025,2713 Solicitors,55,3,46080.20591435185,45672.6847337963
08/2025,2713 Solicitors,60,8,46233.2058912037,45442.68203703704
08/2025,2713 Solicitors,50,2,46222.22326388889,45668.52642361111
08/2025,2331 Chemical and Materials Engineers,65,85,46264.213784722226,45221.13650462963
08/2025,2331 Chemical and Materials Engineers,75,111,46267.208703703705,45282.86063657407
08/2025,2331 Chemical and Materials Engineers,70,104,46262.20508101852,45237.20165509259
08/2025,2331 Chemical and Materials Engineers,80,119,46261.20773148148,45319.98216435185
08/2025,2331 Chemical and Materials Engineers,95,3,46159.21491898148,45890.38311342592
08/2025,2331 Chemical and Materials Engineers,90,35,46260.20512731482,45798.5150462963
08/2025,2331 Chemical and Materials Engineers,85,113,46253.205509259256,45219.66517361111
08/2025,2331 Chemical and Materials Engineers,55,7,46245.210856481484,45670.715416666666
08/2025,2331 Chemical and Materials Engineers,60,17,46189.2049537037,45569.99277777778
08/2025,2331 Chemical and Materials Engineers,50,2,46122.20525462963,45634.01300925926
08/2025,2331 Chemical and Materials Engineers,40,1,46220.20799768518,45892.6953125
08/2025,2331 Chemical and Materials Engineers,45,1,45835.20474537037,45561.205046296294
08/2025,3123 Electrical Engineering Draftspersons and Technicians,65,35,46170.20667824074,45357.24287037037
08/2025,3123 Electrical Engineering Draftspersons and Technicians,75,31,46234.20611111111,45550.8296875
08/2025,3123 Electrical Engineering Draftspersons and Technicians,70,35,46249.20521990741,45463.349340277775
08/2025,3123 Electrical Engineering Draftspersons and Technicians,80,14,46238.20780092593,45555.90211805556
08/2025,3123 Electrical Engineering Draftspersons and Technicians,90,7,46104.20643518519,45792.67497685185
08/2025,3123 Electrical Engineering Draftspersons and Technicians,85,17,46155.20751157407,45484.910208333335
08/2025,3123 Electrical Engineering Draftspersons and Technicians,55,4,46165.206655092596,45540.20315972222
08/2025,3123 Electrical Engineering Draftspersons and Technicians,60,10,46155.20751157407,45668.961539351854
08/2025,2333 Electrical Engineers,65,243,46266.21104166667,45183.62464120371
08/2025,2333 Electrical Engineers,75,281,46253.205509259256,45247.54431712963
08/2025,2333 Electrical Engineers,70,263,46266.21104166667,45182.70290509259
08/2025,2333 Electrical Engineers,80,262,46264.213784722226,45181.8503125
08/2025,2333 Electrical Engineers,95,28,46258.205046296294,45621.65866898148
08/2025,2333 Electrical Engineers,90,92,46267.208703703705,45259.94625
08/2025,2333 Electrical Engineers,85,220,46264.213784722226,45197.714212962965
08/2025,2333 Electrical Engineers,55,28,46251.204930555556,45508.65115740741
08/2025,2333 Electrical Engineers,60,66,46262.20508101852,45247.51390046296
08/2025,2333 Electrical Engineers,50,7,46081.20538194444,45560.609293981484
08/2025,2333 Electrical Engineers,100,9,46177.20538194444,45742.52856481481
08/2025,2333 Electrical Engineers,105,1,45859.20376157408,45859.20376157408
08/2025,2333 Electrical Engineers,45,6,46167.20894675926,45697.79671296296
08/2025,2321 Architects and Landscape Architects,65,84,46266.21104166667,45217.81267361111
08/2025,2321 Architects and Landscape Architects,75,151,46265.211539351854,45343.19872685185
08/2025,2321 Architects and Landscape Architects,70,143,46263.210752314815,45208.581041666665
08/2025,2321 Architects and Landscape Architects,80,99,46261.20773148148,45567.83043981482
08/2025,2321 Architects and Landscape Architects,90,14,46035.20686342593,45796.48877314815
08/2025,2321 Architects and Landscape Architects,85,62,46148.20650462963,45542.11006944445
08/2025,2321 Architects and Landscape Architects,55,3,46086.20568287037,45707.80295138889
08/2025,2321 Architects and Landscape Architects,60,15,46240.20517361111,45537.25188657407
08/2025,2531 General Practitioners and Resident Medical officers,65,19,46217.208969907406,45558.38637731481
08/2025,2531 General Practitioners and Resident Medical officers,75,60,46244.20744212963,45303.75108796296
08/2025,2531 General Practitioners and Resident Medical officers,70,40,46255.208032407405,45396.792974537035
08/2025,2531 General Practitioners and Resident Medical officers,80,25,46166.21834490741,45853.838229166664
08/2025,2531 General Practitioners and Resident Medical officers,90,2,46170.20667824074,45896.447546296295
08/2025,2531 General Practitioners and Resident Medical officers,85,4,45909.204988425925,45890.70591435185
08/2025,2531 General Practitioners and Resident Medical officers,55,2,46260.20512731482,45599.214479166665
08/2025,2531 General Practitioners and Resident Medical officers,60,7,46177.20538194444,45680.260613425926
08/2025,2531 General Practitioners and Resident Medical officers,50,1,45947.20484953704,45636.76997685185
08/2025,2247 Management and Organisation Analysts,65,26,46257.20914351852,45265.57201388889
08/2025,2247 Management and Organisation Analysts,75,51,46265.211539351854,45214.95138888889
08/2025,2247 Management and Organisation Analysts,70,29,46261.20773148148,45181.80736111111
08/2025,2247 Management and Organisation Analysts,80,57,46238.84344907408,45172.68714120371
08/2025,2247 Management and Organisation Analysts,90,25,46115.20479166666,45789.05957175926
08/2025,2247 Management and Organisation Analysts,85,71,46166.21834490741,45260.19805555556
08/2025,2247 Management and Organisation Analysts,55,1,45927.205405092594,45900.46084490741
08/2025,2247 Management and Organisation Analysts,60,3,46224.208078703705,45776.058599537035
08/2025,2247 Management and Organisation Analysts,50,1,46070.20421296296,45851.953206018516
08/2025,2347 Veterinarians,65,11,46071.20494212963,45638.51956018519
08/2025,2347 Veterinarians,75,18,46259.20663194444,45296.905798611115
08/2025,2347 Veterinarians,70,5,45918.20475694445,45378.894375
08/2025,2347 Veterinarians,80,20,46114.20517361111,45405.73835648148
08/2025,2347 Veterinarians,90,9,45925.52930555555,45811.89853009259
08/2025,2347 Veterinarians,85,24,46170.20667824074,45576.205405092594
08/2025,2414 Secondary School Teachers,65,106,46264.213784722226,45272.954930555556
08/2025,2414 Secondary School Teachers,75,153,46261.20773148148,45300.71128472222
08/2025,2414 Secondary School Teachers,70,167,46264.213784722226,45278.50921296296
08/2025,2414 Secondary School Teachers,80,127,46177.20538194444,45540.74829861111
08/2025,2414 Secondary School Teachers,85,14,45900.2052662037,45855.60454861111
08/2025,2414 Secondary School Teachers,55,4,46091.20582175926,45601.644166666665
08/2025,2414 Secondary School Teachers,60,19,46219.20814814815,45540.58571759259
08/2025,2414 Secondary School Teachers,50,3,45914.216412037036,45607.74234953704
08/2025,1341 Child Care Centre Managers,65,3,45935.20552083333,45547.635717592595
08/2025,1341 Child Care Centre Managers,75,1,45820.20434027778,45574.25268518519
08/2025,1341 Child Care Centre Managers,70,6,46225.20591435185,45622.66986111111
08/2025,1341 Child Care Centre Managers,80,1,45934.20520833333,45629.722592592596
08/2025,1341 Child Care Centre Managers,60,1,46209.207141203704,45844.20417824074
08/2025,"2241 Actuaries, Mathematicians and Statisticians",65,25,46187.21666666667,45390.79079861111
08/2025,"2241 Actuaries, Mathematicians and Statisticians",75,52,46220.20799768518,45245.581608796296
08/2025,"2241 Actuaries, Mathematicians and Statisticians",70,46,46204.207719907405,45357.672418981485
08/2025,"2241 Actuaries, Mathematicians and Statisticians",80,59,46260.20512731482,45275.197696759256
08/2025,"2241 Actuaries, Mathematicians and Statisticians",90,48,46107.20554398148,45789.47078703704
08/2025,"2241 Actuaries, Mathematicians and Statisticians",85,81,46192.20547453704,45386.50894675926
08/2025,"2241 Actuaries, Mathematicians and Statisticians",60,7,46254.20762731481,45546.20328703704
08/2025,"2241 Actuaries, Mathematicians and Statisticians",40,1,45992.20489583333,45833.515810185185
08/2025,3331 Glaziers,60,1,46021.20462962963,45782.53
08/2025,2421 University Lecturers and Tutors,65,145,46262.20508101852,45218.899733796294
08/2025,2421 University Lecturers and Tutors,75,152,46254.20762731481,45254.61630787037
08/2025,2421 University Lecturers and Tutors,70,127,46265.211539351854,45218.70306712963
08/2025,2421 University Lecturers and Tutors,80,140,46217.208969907406,45184.5784375
08/2025,2421 University Lecturers and Tutors,90,4,46181.204513888886,45893.98
08/2025,2421 University Lecturers and Tutors,85,30,46224.208078703705,45854.20359953704
08/2025,2421 University Lecturers and Tutors,55,20,46235.20949074074,45549.72599537037
08/2025,2421 University Lecturers and Tutors,60,37,46236.209548611114,45398.48001157407
08/2025,2421 University Lecturers and Tutors,100,1,46036.20533564815,45899.66303240741
08/2025,2421 University Lecturers and Tutors,105,1,45907.2115162037,45896.01572916667
08/2025,2421 University Lecturers and Tutors,45,1,45867.20471064815,45867.20471064815
08/2025,2633 Telecommunications Engineering Professionals,65,96,46260.20512731482,45185.78309027778
08/2025,2633 Telecommunications Engineering Professionals,75,179,46265.211539351854,45225.53568287037
08/2025,2633 Telecommunications Engineering Professionals,70,77,46262.20508101852,45186.64685185185
08/2025,2633 Telecommunications Engineering Professionals,80,108,46262.20508101852,45220.98024305556
08/2025,2633 Telecommunications Engineering Professionals,95,11,46175.20494212963,45548.40354166667
08/2025,2633 Telecommunications Engineering Professionals,90,46,46242.20569444444,45264.59054398148
08/2025,2633 Telecommunications Engineering Professionals,85,94,46266.21104166667,45294.75349537037
08/2025,2633 Telecommunications Engineering Professionals,55,10,46224.208078703705,45547.741481481484
08/2025,2633 Telecommunications Engineering Professionals,60,23,46226.20528935185,45402.82928240741
08/2025,2633 Telecommunications Engineering Professionals,50,4,46202.20747685185,45617.56925925926
08/2025,2633 Telecommunications Engineering Professionals,100,1,46076.206145833334,45783.82340277778
08/2025,2633 Telecommunications Engineering Professionals,45,2,46163.20476851852,45541.513715277775
08/2025,1332 Engineering Managers,65,45,46263.210752314815,45279.010625
08/2025,1332 Engineering Managers,75,40,46223.20545138889,45240.6706712963
08/2025,1332 Engineering Managers,70,43,46248.20554398148,45197.949375
08/2025,1332 Engineering Managers,80,14,46258.205046296294,45564.88990740741
08/2025,1332 Engineering Managers,85,17,46106.20457175926,45418.750393518516
08/2025,1332 Engineering Managers,55,8,46259.20663194444,45725.02077546297
08/2025,1332 Engineering Managers,60,6,46194.2096875,45593.9762962963
08/2025,1332 Engineering Managers,50,2,45822.20416666667,45608.93263888889
08/2025,1332 Engineering Managers,40,1,46050.206458333334,45700.34609953704
08/2025,1332 Engineering Managers,45,1,46233.2058912037,45868.204247685186
08/2025,3122 Civil Engineering Draftspersons and Technicians,65,622,46265.211539351854,45237.71108796296
08/2025,3122 Civil Engineering Draftspersons and Technicians,75,565,46266.21104166667,45263.51871527778
08/2025,3122 Civil Engineering Draftspersons and Technicians,70,676,46267.208703703705,45226.87157407407
08/2025,3122 Civil Engineering Draftspersons and Technicians,80,282,46267.208703703705,45314.80269675926
08/2025,3122 Civil Engineering Draftspersons and Technicians,90,15,46152.22063657407,45807.204560185186
08/2025,3122 Civil Engineering Draftspersons and Technicians,85,144,46260.20512731482,45554.028715277775
08/2025,3122 Civil Engineering Draftspersons and Technicians,55,67,46263.210752314815,45240.198067129626
08/2025,3122 Civil Engineering Draftspersons and Technicians,60,124,46265.211539351854,45208.19800925926
08/2025,3122 Civil Engineering Draftspersons and Technicians,50,14,46245.210856481484,45358.81862268518
08/2025,3122 Civil Engineering Draftspersons and Technicians,40,1,46239.20633101852,45874.205046296294
08/2025,3122 Civil Engineering Draftspersons and Technicians,45,5,46227.21060185185,45463.517175925925
08/2025,1399 Other Specialist Managers,65,21,46192.20547453704,45255.26378472222
08/2025,1399 Other Specialist Managers,75,20,46254.20762731481,45350.52862268518
08/2025,1399 Other Specialist Managers,70,16,46011.205555555556,45253.66001157407
08/2025,1399 Other Specialist Managers,80,4,46238.20780092593,45583.44521990741
08/2025,1399 Other Specialist Managers,90,6,46035.20686342593,45793.412094907406
08/2025,1399 Other Specialist Managers,85,6,46110.22554398148,45625.88355324074
08/2025,1399 Other Specialist Managers,55,3,46144.21498842593,45779.22225694444
08/2025,1399 Other Specialist Managers,60,4,46239.20633101852,45842.20347222222
08/2025,2322 Cartographers and Surveyors,65,39,46231.209652777776,45341.84685185185
08/2025,2322 Cartographers and Surveyors,75,28,46245.210856481484,45514.77494212963
08/2025,2322 Cartographers and Surveyors,70,30,46227.21060185185,45355.00131944445
08/2025,2322 Cartographers and Surveyors,80,23,46255.208032407405,45384.193078703705
08/2025,2322 Cartographers and Surveyors,90,7,45942.388333333336,45807.44359953704
08/2025,2322 Cartographers and Surveyors,85,17,46156.20454861111,45582.4753125
08/2025,2322 Cartographers and Surveyors,55,3,45964.204618055555,45769.20332175926
08/2025,2322 Cartographers and Surveyors,60,3,46099.20460648148,45712.65972222222
08/2025,3233 Precision Metal Trades Workers,70,1,46108.204722222225,45702.56925925926
08/2025,3233 Precision Metal Trades Workers,55,1,46120.204375,45773.052777777775
08/2025,2245 Land Economists and Valuers,65,6,46225.20591435185,45587.40960648148
08/2025,2245 Land Economists and Valuers,75,15,46248.20554398148,45524.17612268519
08/2025,2245 Land Economists and Valuers,70,7,46165.206655092596,45454.19978009259
08/2025,2245 Land Economists and Valuers,80,15,46254.20762731481,45593.74065972222
08/2025,2245 Land Economists and Valuers,85,17,46137.204976851855,45503.201319444444
08/2025,2245 Land Economists and Valuers,60,2,46143.21550925926,45593.746087962965
08/2025,2336 Mining Engineers,65,34,46262.20508101852,45299.70690972222
08/2025,2336 Mining Engineers,75,44,46263.210752314815,45535.42700231481
08/2025,2336 Mining Engineers,70,47,46257.20914351852,45400.54929398148
08/2025,2336 Mining Engineers,80,35,46154.20450231482,45361.1996875
08/2025,2336 Mining Engineers,90,9,45956.52171296296,45820.20434027778
08/2025,2336 Mining Engineers,85,25,46129.20722222222,45332.732986111114
08/2025,2336 Mining Engineers,55,9,46222.22326388889,45538.29125
08/2025,2336 Mining Engineers,60,6,46234.20611111111,45584.84347222222
08/2025,2336 Mining Engineers,50,4,46201.211909722224,45625.206921296296
08/2025,2336 Mining Engineers,40,1,46129.20722222222,45540.58460648148
08/2025,2336 Mining Engineers,45,1,45904.20630787037,45895.071805555555
08/2025,2612 Multimedia Specialists and Web Developers,65,11,46129.20722222222,45541.72954861111
08/2025,2612 Multimedia Specialists and Web Developers,75,32,46247.20653935185,45191.721354166664
08/2025,2612 Multimedia Specialists and Web Developers,70,18,46264.213784722226,45411.690833333334
08/2025,2612 Multimedia Specialists and Web Developers,80,25,46252.205925925926,45456.19770833333
08/2025,2612 Multimedia Specialists and Web Developers,95,15,45938.204722222225,45665.69681712963
08/2025,2612 Multimedia Specialists and Web Developers,90,49,46261.20773148148,45281.05076388889
08/2025,2612 Multimedia Specialists and Web Developers,85,25,46246.21188657408,45359.73778935185
08/2025,2612 Multimedia Specialists and Web Developers,55,1,46123.21460648148,45705.81482638889
08/2025,2612 Multimedia Specialists and Web Developers,60,1,46074.207037037035,45790.41674768519
08/2025,2612 Multimedia Specialists and Web Developers,50,2,46097.20496527778,45706.65724537037
08/2025,3223 Structural Steel and Welding Trades Workers,65,44,46262.20508101852,45541.48703703703
08/2025,3223 Structural Steel and Welding Trades Workers,75,43,46245.210856481484,45197.65603009259
08/2025,3223 Structural Steel and Welding Trades Workers,70,44,46217.208969907406,45464.42695601852
08/2025,3223 Structural Steel and Welding Trades Workers,80,21,46238.20780092593,45584.2078125
08/2025,3223 Structural Steel and Welding Trades Workers,85,6,46150.2055787037,45712.484502314815
08/2025,3223 Structural Steel and Welding Trades Workers,60,12,46252.205925925926,45555.71818287037
08/2025,3223 Structural Steel and Welding Trades Workers,50,2,46174.20638888889,45672.721608796295
08/2025,3223 Structural Steel and Welding Trades Workers,45,2,46085.204618055555,45720.20563657407
08/2025,2349 Other Natural and Physical Science Professionals,65,22,46255.208032407405,45327.66370370371
08/2025,2349 Other Natural and Physical Science Professionals,75,19,46150.2055787037,45518.76121527778
08/2025,2349 Other Natural and Physical Science Professionals,70,9,46207.209178240744,45420.896516203706
08/2025,2349 Other Natural and Physical Science Professionals,80,11,46165.206655092596,45622.76642361111
08/2025,2349 Other Natural and Physical Science Professionals,90,3,45851.73956018518,45799.53821759259
08/2025,2349 Other Natural and Physical Science Professionals,85,10,45947.20484953704,45494.275243055556
08/2025,2349 Other Natural and Physical Science Professionals,55,4,46228.21045138889,45799.204305555555
08/2025,2349 Other Natural and Physical Science Professionals,60,5,46240.20517361111,45621.20721064815
08/2025,1331 Construction Managers,65,222,46263.210752314815,45293.73674768519
08/2025,1331 Construction Managers,75,232,46261.20773148148,45252.78491898148
08/2025,1331 Construction Managers,70,215,46264.213784722226,45277.403715277775
08/2025,1331 Construction Managers,80,122,46248.20554398148,45522.93648148148
08/2025,1331 Construction Managers,90,3,46145.21537037037,45803.684583333335
08/2025,1331 Construction Managers,85,66,46140.204722222225,45554.54751157408
08/2025,1331 Construction Managers,55,25,46262.20508101852,45546.256574074076
08/2025,1331 Construction Managers,60,41,46259.20663194444,45540.80107638889
08/2025,1331 Construction Managers,50,11,46203.207650462966,45587.71934027778
08/2025,1331 Construction Managers,40,1,46160.20615740741,45795.205462962964
08/2025,1331 Construction Managers,45,2,45852.21984953704,45478.23950231481
08/2025,2343 Environmental Scientists,65,23,46267.208703703705,45456.513090277775
08/2025,2343 Environmental Scientists,75,37,46243.20899305555,45399.85025462963
08/2025,2343 Environmental Scientists,70,30,46237.20798611111,45322.862604166665
08/2025,2343 Environmental Scientists,80,32,46257.20914351852,45424.879895833335
08/2025,2343 Environmental Scientists,95,1,45890.68885416666,45890.68885416666
08/2025,2343 Environmental Scientists,90,20,46063.20898148148,45789.5737037037
08/2025,2343 Environmental Scientists,85,36,46174.20638888889,45362.61313657407
08/2025,2343 Environmental Scientists,55,1,45911.20431712963,45887.73119212963
08/2025,2343 Environmental Scientists,60,7,46114.20517361111,45476.75193287037
08/2025,2343 Environmental Scientists,50,1,45808.22398148148,45733.77210648148
08/2025,2343 Environmental Scientists,45,1,45971.20501157407,45553.93613425926
08/2025,2711 Barristers,75,1,46081.20538194444,45741.88311342592
08/2025,2711 Barristers,80,1,45743.205972222226,45613.69086805556
08/2025,2711 Barristers,85,1,45748.223541666666,45603.451527777775
08/2025,3132 Telecommunications Technical Specialists,65,75,46262.20508101852,45279.53554398148
08/2025,3132 Telecommunications Technical Specialists,75,65,46255.208032407405,45313.02248842592
08/2025,3132 Telecommunications Technical Specialists,70,76,46255.208032407405,45208.42818287037
08/2025,3132 Telecommunications Technical Specialists,80,44,46201.211909722224,45223.72386574074
08/2025,3132 Telecommunications Technical Specialists,95,1,45701.382523148146,45701.382523148146
08/2025,3132 Telecommunications Technical Specialists,90,7,46048.20523148148,45425.51646990741
08/2025,3132 Telecommunications Technical Specialists,85,15,46231.209652777776,45551.569861111115
08/2025,3132 Telecommunications Technical Specialists,55,8,46201.211909722224,45216.630578703705
08/2025,3132 Telecommunications Technical Specialists,60,18,46262.20508101852,45446.86337962963
08/2025,3132 Telecommunications Technical Specialists,50,3,46002.21193287037,45699.61540509259
08/2025,3132 Telecommunications Technical Specialists,40,1,46248.20554398148,45699.83574074074
08/2025,3312 Carpenters and Joiners,65,55,46150.2055787037,45820.57003472222
08/2025,3312 Carpenters and Joiners,75,5,45924.206030092595,45890.65070601852
08/2025,3312 Carpenters and Joiners,70,7,46132.20979166667,45891.52622685185
08/2025,3312 Carpenters and Joiners,80,2,45949.21847222222,45894.734131944446
08/2025,3312 Carpenters and Joiners,85,1,45891.45363425926,45891.45363425926
08/2025,3312 Carpenters and Joiners,55,9,46230.20935185185,45309.558171296296
08/2025,3312 Carpenters and Joiners,60,17,46197.21107638889,45372.62957175926
08/2025,3312 Carpenters and Joiners,50,2,46062.21166666667,45691.20650462963
08/2025,3312 Carpenters and Joiners,45,1,46195.20458333333,45637.40096064815
08/2025,3312 Carpenters and Joiners,35,1,45668.20853009259,45660.37703703704
08/2025,2725 Social Workers,65,82,46264.213784722226,45386.452465277776
08/2025,2725 Social Workers,75,142,46238.20780092593,45282.013506944444
08/2025,2725 Social Workers,70,107,46242.20569444444,45407.54106481482
08/2025,2725 Social Workers,80,119,46151.20552083333,45558.82541666667
08/2025,2725 Social Workers,85,18,45912.20457175926,45858.392476851855
08/2025,2725 Social Workers,55,3,46195.20458333333,45593.78550925926
08/2025,2725 Social Workers,60,6,46129.20722222222,45784.89971064815
08/2025,3322 Painting Trades Workers,65,126,46261.20773148148,45526.68204861111
08/2025,3322 Painting Trades Workers,75,3,45919.205729166664,45894.5115625
08/2025,3322 Painting Trades Workers,70,39,46259.20663194444,45757.61855324074
08/2025,3322 Painting Trades Workers,80,1,45890.495671296296,45890.495671296296
08/2025,3322 Painting Trades Workers,55,2,45971.20501157407,45860.75388888889
08/2025,3322 Painting Trades Workers,60,8,46231.209652777776,45537.76130787037
08/2025,3423 Electronics Trades Workers,65,35,46262.20508101852,45485.201319444444
08/2025,3423 Electronics Trades Workers,75,26,46259.20663194444,45253.7521412037
08/2025,3423 Electronics Trades Workers,70,40,46265.211539351854,45549.52515046296
08/2025,3423 Electronics Trades Workers,80,8,46110.22554398148,45181.720717592594
08/2025,3423 Electronics Trades Workers,85,7,46118.20512731482,45595.93412037037
08/2025,3423 Electronics Trades Workers,55,3,46132.20979166667,45685.207141203704
08/2025,3423 Electronics Trades Workers,60,7,46260.20512731482,45726.832766203705
08/2025,3423 Electronics Trades Workers,45,1,46099.20460648148,45734.20653935185
08/2025,2521 Chiropractors and Osteopaths,65,5,46154.20450231482,45734.36775462963
08/2025,2521 Chiropractors and Osteopaths,75,6,46082.216527777775,45740.208449074074
08/2025,2521 Chiropractors and Osteopaths,70,7,46078.205104166664,45489.19944444444
