Visa,OccGroup,State,n
491SNR State or Territory Nominated - Regional,1322 Finance Managers,ACT,169
491SNR State or Territory Nominated - Regional,1322 Finance Managers,TAS,138
491SNR State or Territory Nominated - Regional,1322 Finance Managers,NT,177
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",VIC,696
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",ANY,226
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",NSW,846
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",QLD,713
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",SA,774
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",WA,1224
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",ACT,504
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",TAS,325
491SNR State or Territory Nominated - Regional,"3121 Architectural, Building and Surveying Technicians",NT,458
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,VIC,554
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,ANY,262
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,NSW,704
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,QLD,568
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,SA,550
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,WA,975
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,ACT,273
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,TAS,263
491SNR State or Territory Nominated - Regional,2331 Chemical and Materials Engineers,NT,290
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,VIC,1856
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,ANY,429
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,NSW,1294
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,QLD,704
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,SA,2233
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,WA,1041
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,ACT,1200
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,TAS,753
491SNR State or Territory Nominated - Regional,2251 Advertising and Marketing Professionals,NT,850
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,VIC,48
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,ANY,19
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,NSW,32
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,QLD,18
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,SA,52
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,WA,30
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,ACT,17
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,TAS,16
491SNR State or Territory Nominated - Regional,2254 Technical Sales Representatives,NT,13
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,VIC,220
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,ANY,46
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,NSW,256
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,QLD,232
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,SA,239
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,WA,308
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,ACT,92
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,TAS,70
491SNR State or Territory Nominated - Regional,3123 Electrical Engineering Draftspersons and Technicians,NT,95
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,VIC,1155
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,ANY,241
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,NSW,810
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,QLD,414
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,SA,1126
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,WA,784
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,ACT,757
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,TAS,485
491SNR State or Territory Nominated - Regional,2231 Human Resource Professionals,NT,619
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,VIC,43
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,ANY,13
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,NSW,24
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,QLD,12
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,SA,23
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,WA,19
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,ACT,14
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,TAS,14
491SNR State or Territory Nominated - Regional,6392 Retail and Wool Buyers,NT,10
491SNR State or Territory Nominated - Regional,3514 Cooks,VIC,354
491SNR State or Territory Nominated - Regional,3514 Cooks,ANY,187
491SNR State or Territory Nominated - Regional,3514 Cooks,NSW,413
491SNR State or Territory Nominated - Regional,3514 Cooks,QLD,273
491SNR State or Territory Nominated - Regional,3514 Cooks,SA,230
491SNR State or Territory Nominated - Regional,3514 Cooks,WA,3009
491SNR State or Territory Nominated - Regional,3514 Cooks,ACT,140
491SNR State or Territory Nominated - Regional,3514 Cooks,TAS,185
491SNR State or Territory Nominated - Regional,3514 Cooks,NT,144
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,VIC,1480
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,ANY,671
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,NSW,1779
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,QLD,1270
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,SA,1278
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,WA,2531
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,ACT,825
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,TAS,711
491SNR State or Territory Nominated - Regional,2333 Electrical Engineers,NT,777
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,VIC,411
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,ANY,98
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,NSW,299
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,QLD,162
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,SA,448
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,WA,239
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,ACT,309
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,TAS,142
491SNR State or Territory Nominated - Regional,2223 Financial Investment Advisers and Managers,NT,278
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,VIC,204
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,ANY,67
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,NSW,248
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,QLD,88
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,SA,182
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,WA,340
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,ACT,83
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,TAS,50
491SNR State or Territory Nominated - Regional,2321 Architects and Landscape Architects,NT,57
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,VIC,1121
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,ANY,384
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,NSW,1409
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,QLD,580
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,SA,1228
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,WA,1676
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,ACT,813
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,TAS,531
491SNR State or Territory Nominated - Regional,3112 Medical Technicians,NT,572
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,VIC,22
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,ANY,28
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,NSW,28
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,QLD,34
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,SA,18
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,WA,43
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,ACT,6
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,TAS,13
491SNR State or Territory Nominated - Regional,2531 General Practitioners and Resident Medical officers,NT,8
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,VIC,173
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,ANY,49
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,NSW,110
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,QLD,50
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,SA,195
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,WA,206
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,ACT,105
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,TAS,69
491SNR State or Territory Nominated - Regional,1323 Human Resource Managers,NT,107
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,VIC,25
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,ANY,13
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,NSW,30
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,QLD,31
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,SA,53
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,WA,51
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,ACT,8
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,TAS,9
491SNR State or Territory Nominated - Regional,3113 Primary Products Inspectors,NT,10
491SNR State or Territory Nominated - Regional,1335 Production Managers,VIC,286
491SNR State or Territory Nominated - Regional,1335 Production Managers,ANY,47
491SNR State or Territory Nominated - Regional,1335 Production Managers,NSW,364
491SNR State or Territory Nominated - Regional,1335 Production Managers,QLD,283
491SNR State or Territory Nominated - Regional,1335 Production Managers,SA,354
491SNR State or Territory Nominated - Regional,1335 Production Managers,WA,345
491SNR State or Territory Nominated - Regional,1335 Production Managers,ACT,161
491SNR State or Territory Nominated - Regional,1335 Production Managers,TAS,98
491SNR State or Territory Nominated - Regional,1335 Production Managers,NT,182
491SNR State or Territory Nominated - Regional,2515 Pharmacists,VIC,3401
491SNR State or Territory Nominated - Regional,2515 Pharmacists,ANY,870
491SNR State or Territory Nominated - Regional,2515 Pharmacists,NSW,4313
491SNR State or Territory Nominated - Regional,2515 Pharmacists,QLD,2138
491SNR State or Territory Nominated - Regional,2515 Pharmacists,SA,3507
491SNR State or Territory Nominated - Regional,2515 Pharmacists,WA,4394
491SNR State or Territory Nominated - Regional,2515 Pharmacists,ACT,2501
491SNR State or Territory Nominated - Regional,2515 Pharmacists,TAS,2751
491SNR State or Territory Nominated - Regional,2515 Pharmacists,NT,2474
491SNR State or Territory Nominated - Regional,1351 ICT Managers,VIC,548
491SNR State or Territory Nominated - Regional,1351 ICT Managers,ANY,217
491SNR State or Territory Nominated - Regional,1351 ICT Managers,NSW,1250
491SNR State or Territory Nominated - Regional,1351 ICT Managers,QLD,222
491SNR State or Territory Nominated - Regional,1351 ICT Managers,SA,644
491SNR State or Territory Nominated - Regional,1351 ICT Managers,WA,1200
491SNR State or Territory Nominated - Regional,1351 ICT Managers,ACT,507
491SNR State or Territory Nominated - Regional,1351 ICT Managers,TAS,237
491SNR State or Territory Nominated - Regional,1351 ICT Managers,NT,329
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,VIC,541
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,ANY,167
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,NSW,424
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,QLD,186
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,SA,645
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,WA,730
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,ACT,362
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,TAS,217
491SNR State or Territory Nominated - Regional,2247 Management and Organisation Analysts,NT,185
491SNR State or Territory Nominated - Regional,2347 Veterinarians,VIC,9
491SNR State or Territory Nominated - Regional,2347 Veterinarians,ANY,12
491SNR State or Territory Nominated - Regional,2347 Veterinarians,NSW,8
491SNR State or Territory Nominated - Regional,2347 Veterinarians,QLD,6
491SNR State or Territory Nominated - Regional,2347 Veterinarians,SA,2
491SNR State or Territory Nominated - Regional,2347 Veterinarians,WA,16
491SNR State or Territory Nominated - Regional,2347 Veterinarians,ACT,1
491SNR State or Territory Nominated - Regional,2347 Veterinarians,TAS,1
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,VIC,701
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,ANY,307
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,NSW,778
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,QLD,616
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,SA,630
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,WA,841
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,ACT,330
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,TAS,359
491SNR State or Territory Nominated - Regional,2414 Secondary School Teachers,NT,367
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,VIC,7
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,ANY,12
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,NSW,5
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,QLD,3
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,SA,6
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,WA,19
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,ACT,2
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,TAS,4
491SNR State or Territory Nominated - Regional,1341 Child Care Centre Managers,NT,3
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,VIC,144
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,ANY,42
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,NSW,161
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,QLD,146
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,SA,161
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,WA,161
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,ACT,97
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,TAS,68
491SNR State or Territory Nominated - Regional,3125 Mechanical Engineering Draftspersons and Technicians,NT,90
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,VIC,130
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,ANY,21
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,NSW,82
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,QLD,46
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,SA,117
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,WA,54
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,ACT,52
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,TAS,40
491SNR State or Territory Nominated - Regional,6112 Insurance Agents,NT,52
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,VIC,227
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,ANY,86
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,NSW,212
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,QLD,155
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,SA,169
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,WA,282
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,ACT,44
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,TAS,51
491SNR State or Territory Nominated - Regional,2412 Primary School Teachers,NT,47
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",VIC,191
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",ANY,93
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",NSW,145
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",QLD,70
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",SA,168
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",WA,104
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",ACT,103
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",TAS,61
491SNR State or Territory Nominated - Regional,"2241 Actuaries, Mathematicians and Statisticians",NT,51
491SNR State or Territory Nominated - Regional,3331 Glaziers,VIC,5
491SNR State or Territory Nominated - Regional,3331 Glaziers,NSW,11
491SNR State or Territory Nominated - Regional,3331 Glaziers,QLD,4
491SNR State or Territory Nominated - Regional,3331 Glaziers,SA,4
491SNR State or Territory Nominated - Regional,3331 Glaziers,WA,7
491SNR State or Territory Nominated - Regional,3331 Glaziers,ACT,3
491SNR State or Territory Nominated - Regional,3331 Glaziers,TAS,1
491SNR State or Territory Nominated - Regional,3331 Glaziers,NT,3
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,VIC,955
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,ANY,356
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,NSW,1202
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,QLD,451
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,SA,1078
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,WA,728
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,ACT,643
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,TAS,390
491SNR State or Territory Nominated - Regional,2421 University Lecturers and Tutors,NT,479
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,VIC,342
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,ANY,95
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,NSW,321
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,QLD,245
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,SA,411
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,WA,1068
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,ACT,211
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,TAS,157
491SNR State or Territory Nominated - Regional,1411 Cafe and Restaurant Managers,NT,225
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,VIC,531
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,ANY,229
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,NSW,501
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,QLD,242
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,SA,451
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,WA,815
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,ACT,276
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,TAS,190
491SNR State or Territory Nominated - Regional,2633 Telecommunications Engineering Professionals,NT,171
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,VIC,115
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,ANY,32
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,NSW,92
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,QLD,43
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,SA,104
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,WA,211
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,ACT,22
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,TAS,35
491SNR State or Territory Nominated - Regional,3511 Bakers and Pastrycooks,NT,38
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,VIC,178
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,ANY,32
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,NSW,231
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,QLD,206
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,SA,220
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,WA,235
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,ACT,143
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,TAS,55
491SNR State or Territory Nominated - Regional,1332 Engineering Managers,NT,91
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",VIC,396
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",ANY,96
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",NSW,279
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",QLD,169
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",SA,376
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",WA,243
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",ACT,301
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",TAS,123
491SNR State or Territory Nominated - Regional,"1499 Other Hospitality, Retail and Service Managers",NT,223
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,VIC,2527
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,ANY,682
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,NSW,3318
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,QLD,2252
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,SA,2350
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,WA,5908
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,ACT,1419
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,TAS,818
491SNR State or Territory Nominated - Regional,3122 Civil Engineering Draftspersons and Technicians,NT,1073
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,VIC,363
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,ANY,102
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,NSW,245
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,QLD,155
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,SA,428
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,WA,311
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,ACT,308
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,TAS,149
491SNR State or Territory Nominated - Regional,1399 Other Specialist Managers,NT,156
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",VIC,1170
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",ANY,252
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",NSW,857
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",QLD,496
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",SA,899
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",WA,656
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",ACT,1006
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",TAS,509
491SNR State or Territory Nominated - Regional,"5111 Contract, Program and Project Administrators",NT,557
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,VIC,95
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,ANY,60
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,NSW,127
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,QLD,80
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,SA,118
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,WA,145
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,ACT,71
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,TAS,42
491SNR State or Territory Nominated - Regional,2322 Cartographers and Surveyors,NT,50
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,VIC,120
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,ANY,15
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,NSW,177
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,QLD,23
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,SA,165
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,WA,49
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,ACT,65
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,TAS,25
491SNR State or Territory Nominated - Regional,1325 Research and Development Managers,NT,46
491SNR State or Territory Nominated - Regional,3233 Precision Metal Trades Workers,VIC,7
491SNR State or Territory Nominated - Regional,3233 Precision Metal Trades Workers,ANY,2
491SNR State or Territory Nominated - Regional,3233 Precision Metal Trades Workers,NSW,1
491SNR State or Territory Nominated - Regional,3233 Precision Metal Trades Workers,QLD,1
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,VIC,28
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,ANY,12
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,NSW,31
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,QLD,7
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,SA,12
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,WA,15
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,ACT,9
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,TAS,10
491SNR State or Territory Nominated - Regional,2245 Land Economists and Valuers,NT,8
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,VIC,199
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,ANY,48
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,NSW,158
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,QLD,78
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,SA,216
