StatusMonth,OccGroup,Score,n
2024-11,2336 Mining Engineers,90,38
2024-11,2336 Mining Engineers,85,4
2024-11,2336 Mining Engineers,100,1
2024-11,2336 Mining Engineers,105,1
2024-11,2612 Multimedia Specialists and Web Developers,95,5
2024-11,2612 Multimedia Specialists and Web Developers,90,50
2024-11,2612 Multimedia Specialists and Web Developers,85,7
2024-11,3223 Structural Steel and Welding Trades Workers,65,1
2024-11,3223 Structural Steel and Welding Trades Workers,75,56
2024-11,3223 Structural Steel and Welding Trades Workers,70,6
2024-11,3223 Structural Steel and Welding Trades Workers,80,23
2024-11,3223 Structural Steel and Welding Trades Workers,90,3
2024-11,3223 Structural Steel and Welding Trades Workers,85,9
2024-11,3223 Structural Steel and Welding Trades Workers,105,1
2024-11,2349 Other Natural and Physical Science Professionals,75,1
2024-11,2349 Other Natural and Physical Science Professionals,90,19
2024-11,2349 Other Natural and Physical Science Professionals,100,1
2024-11,1331 Construction Managers,75,381
2024-11,1331 Construction Managers,70,47
2024-11,1331 Construction Managers,80,127
2024-11,1331 Construction Managers,95,1
2024-11,1331 Construction Managers,90,4
2024-11,1331 Construction Managers,85,46
2024-11,1331 Construction Managers,100,1
2024-11,2343 Environmental Scientists,65,1
2024-11,2343 Environmental Scientists,75,1
2024-11,2343 Environmental Scientists,80,1
2024-11,2343 Environmental Scientists,95,8
2024-11,2343 Environmental Scientists,90,42
2024-11,2343 Environmental Scientists,110,1
2024-11,2343 Environmental Scientists,100,5
2024-11,3132 Telecommunications Technical Specialists,90,8
2024-11,3132 Telecommunications Technical Specialists,85,1
2024-11,3132 Telecommunications Technical Specialists,55,1
2024-11,3312 Carpenters and Joiners,65,43
2024-11,3312 Carpenters and Joiners,75,53
2024-11,3312 Carpenters and Joiners,70,90
2024-11,3312 Carpenters and Joiners,80,24
2024-11,3312 Carpenters and Joiners,90,2
2024-11,3312 Carpenters and Joiners,85,4
2024-11,3312 Carpenters and Joiners,55,2
2024-11,3312 Carpenters and Joiners,60,3
2024-11,2725 Social Workers,65,1
2024-11,2725 Social Workers,75,135
2024-11,2725 Social Workers,70,3
2024-11,2725 Social Workers,80,59
2024-11,2725 Social Workers,95,1
2024-11,2725 Social Workers,90,10
2024-11,2725 Social Workers,85,35
2024-11,2725 Social Workers,100,1
2024-11,3322 Painting Trades Workers,65,35
2024-11,3322 Painting Trades Workers,75,29
2024-11,3322 Painting Trades Workers,70,86
2024-11,3322 Painting Trades Workers,80,10
2024-11,3322 Painting Trades Workers,90,5
2024-11,3322 Painting Trades Workers,85,2
2024-11,3423 Electronics Trades Workers,90,1
2024-11,2521 Chiropractors and Osteopaths,75,9
2024-11,2521 Chiropractors and Osteopaths,80,2
2024-11,3941 Cabinetmakers,65,1
2024-11,3941 Cabinetmakers,75,5
2024-11,3941 Cabinetmakers,70,5
2024-11,3941 Cabinetmakers,80,1
2024-11,3941 Cabinetmakers,85,3
2024-11,3941 Cabinetmakers,60,1
2024-11,2243 Economists,95,1
2024-11,2243 Economists,90,18
2024-11,3311 Bricklayers and Stonemasons,65,6
2024-11,3311 Bricklayers and Stonemasons,75,6
2024-11,3311 Bricklayers and Stonemasons,70,8
2024-11,3311 Bricklayers and Stonemasons,80,1
2024-11,3311 Bricklayers and Stonemasons,90,1
2024-11,3311 Bricklayers and Stonemasons,85,1
2024-11,1342 Health and Welfare Services Managers,95,1
2024-11,1342 Health and Welfare Services Managers,100,1
2024-11,1342 Health and Welfare Services Managers,115,1
2024-11,2539 Other Medical Practitioners,65,1
2024-11,2539 Other Medical Practitioners,75,64
2024-11,2539 Other Medical Practitioners,80,69
2024-11,2539 Other Medical Practitioners,95,1
2024-11,2539 Other Medical Practitioners,90,11
2024-11,2539 Other Medical Practitioners,85,28
2024-11,2539 Other Medical Practitioners,105,1
2024-11,3411 Electricians,65,6
2024-11,3411 Electricians,75,9
2024-11,3411 Electricians,70,8
2024-11,3411 Electricians,85,1
2024-11,3411 Electricians,60,1
2024-11,3411 Electricians,50,2
2024-11,3411 Electricians,100,1
2024-11,2525 Physiotherapists,65,3
2024-11,2525 Physiotherapists,75,144
2024-11,2525 Physiotherapists,70,3
2024-11,2525 Physiotherapists,80,61
2024-11,2525 Physiotherapists,95,1
2024-11,2525 Physiotherapists,90,8
2024-11,2525 Physiotherapists,85,16
2024-11,2525 Physiotherapists,60,1
2024-11,2512 Medical Imaging Professionals,75,34
2024-11,2512 Medical Imaging Professionals,80,7
2024-11,2512 Medical Imaging Professionals,85,5
2024-11,2512 Medical Imaging Professionals,100,1
2024-11,3222 Sheetmetal Trades Workers,70,1
2024-11,3222 Sheetmetal Trades Workers,80,2
2024-11,2527 Speech Professionals and Audiologists,75,52
2024-11,2527 Speech Professionals and Audiologists,80,14
2024-11,2527 Speech Professionals and Audiologists,85,4
2024-11,2524 Occupational Therapists,65,2
2024-11,2524 Occupational Therapists,75,87
2024-11,2524 Occupational Therapists,70,1
2024-11,2524 Occupational Therapists,80,38
2024-11,2524 Occupational Therapists,95,1
2024-11,2524 Occupational Therapists,90,3
2024-11,2524 Occupational Therapists,85,9
2024-11,2519 Other Health Diagnostic and Promotion Professionals,75,1
2024-11,3421 Airconditioning and Refrigeration Mechanics,70,1
2024-11,2346 Medical Laboratory Scientists,75,99
2024-11,2346 Medical Laboratory Scientists,70,1
2024-11,2346 Medical Laboratory Scientists,80,30
2024-11,2346 Medical Laboratory Scientists,90,2
2024-11,2346 Medical Laboratory Scientists,85,14
2024-11,2415 Special Education Teachers,65,1
2024-11,2415 Special Education Teachers,75,5
2024-11,2415 Special Education Teachers,70,3
2024-11,2415 Special Education Teachers,80,1
2024-11,2415 Special Education Teachers,95,1
2024-11,2415 Special Education Teachers,60,1
2024-11,2415 Special Education Teachers,100,1
2024-11,2723 Psychologists,75,20
2024-11,2723 Psychologists,80,12
2024-11,2723 Psychologists,90,4
2024-11,2723 Psychologists,85,8
2024-11,2541 Midwives,75,11
2024-11,2541 Midwives,70,1
2024-11,2541 Midwives,80,6
2024-11,2541 Midwives,85,2
2024-11,2541 Midwives,60,1
2024-11,3341 Plumbers,65,2
2024-11,3341 Plumbers,75,4
2024-11,3341 Plumbers,70,8
2024-11,3341 Plumbers,80,1
2024-11,3341 Plumbers,90,1
2024-11,3341 Plumbers,60,1
2024-11,3991 Boat Builders and Shipwrights,90,1
2024-11,2533 Internal Medicine Specialists,75,10
2024-11,2533 Internal Medicine Specialists,80,4
2024-11,3332 Plasterers,65,3
2024-11,3332 Plasterers,75,2
2024-11,3332 Plasterers,70,2
2024-11,3332 Plasterers,85,2
2024-11,3332 Plasterers,60,1
2024-11,3334 Wall and Floor Tilers,65,10
2024-11,3334 Wall and Floor Tilers,75,5
2024-11,3334 Wall and Floor Tilers,70,15
2024-11,3334 Wall and Floor Tilers,80,6
2024-11,2112 Music Professionals,90,3
2024-11,2534 Psychiatrists,75,2
2024-11,2534 Psychiatrists,80,4
2024-11,2534 Psychiatrists,85,1
2024-11,2514 Optometrists and Orthoptists,75,5
2024-11,2514 Optometrists and Orthoptists,80,2
2024-11,2535 Surgeons,75,2
2024-11,2535 Surgeons,95,1
2024-11,2535 Surgeons,85,1
2024-11,2526 Podiatrists,75,5
2024-11,"2111 Actors, Dancers and Other Entertainers",90,1
2024-10,2613 Software and Applications Programmers,65,1
2024-10,2613 Software and Applications Programmers,75,2
2024-10,2613 Software and Applications Programmers,70,2
2024-10,2613 Software and Applications Programmers,80,7
2024-10,2613 Software and Applications Programmers,95,4
2024-10,2613 Software and Applications Programmers,90,8
2024-10,2613 Software and Applications Programmers,85,13
2024-10,3212 Motor Mechanics,65,1
2024-10,3212 Motor Mechanics,75,1
2024-10,3212 Motor Mechanics,70,1
2024-10,3212 Motor Mechanics,60,1
2024-10,2332 Civil Engineering Professionals,65,1
2024-10,2332 Civil Engineering Professionals,75,7
2024-10,2332 Civil Engineering Professionals,70,8
2024-10,2332 Civil Engineering Professionals,80,7
2024-10,2332 Civil Engineering Professionals,90,3
2024-10,2332 Civil Engineering Professionals,85,6
2024-10,2332 Civil Engineering Professionals,55,1
2024-10,2411 Early Childhood (Pre-primary School) Teachers,65,8
2024-10,2411 Early Childhood (Pre-primary School) Teachers,75,10
2024-10,2411 Early Childhood (Pre-primary School) Teachers,70,5
2024-10,2411 Early Childhood (Pre-primary School) Teachers,80,3
2024-10,2411 Early Childhood (Pre-primary School) Teachers,85,1
2024-10,2411 Early Childhood (Pre-primary School) Teachers,60,2
2024-10,2611 ICT Business and Systems Analysts,65,2
2024-10,2611 ICT Business and Systems Analysts,75,3
2024-10,2611 ICT Business and Systems Analysts,70,5
2024-10,2611 ICT Business and Systems Analysts,80,3
2024-10,2611 ICT Business and Systems Analysts,95,6
2024-10,2611 ICT Business and Systems Analysts,90,3
2024-10,2611 ICT Business and Systems Analysts,85,6
2024-10,2211 Accountants,65,4
2024-10,2211 Accountants,75,6
2024-10,2211 Accountants,70,8
2024-10,2211 Accountants,80,4
2024-10,2211 Accountants,95,1
2024-10,2211 Accountants,90,4
2024-10,2211 Accountants,85,8
2024-10,"2621 Database and Systems Administrators, and ICT Security Specialists",65,1
2024-10,"2621 Database and Systems Administrators, and ICT Security Specialists",75,3
2024-10,"2621 Database and Systems Administrators, and ICT Security Specialists",70,1
2024-10,"2621 Database and Systems Administrators, and ICT Security Specialists",80,1
2024-10,"2621 Database and Systems Administrators, and ICT Security Specialists",95,1
2024-10,"2621 Database and Systems Administrators, and ICT Security Specialists",90,2
2024-10,"2621 Database and Systems Administrators, and ICT Security Specialists",85,3
2024-10,"2212 Auditors, Company Secretaries and Corporate Treasurers",65,1
2024-10,"2212 Auditors, Company Secretaries and Corporate Treasurers",75,1
2024-10,"2212 Auditors, Company Secretaries and Corporate Treasurers",80,3
2024-10,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,3
2024-10,"2212 Auditors, Company Secretaries and Corporate Treasurers",60,1
2024-10,2345 Life Scientists,75,2
2024-10,2345 Life Scientists,80,1
2024-10,2345 Life Scientists,95,1
2024-10,2345 Life Scientists,90,3
2024-10,2345 Life Scientists,85,5
2024-10,"2335 Industrial, Mechanical and Production Engineers",65,2
2024-10,"2335 Industrial, Mechanical and Production Engineers",75,2
2024-10,"2335 Industrial, Mechanical and Production Engineers",70,3
2024-10,"2335 Industrial, Mechanical and Production Engineers",80,2
2024-10,"2335 Industrial, Mechanical and Production Engineers",90,4
2024-10,"2335 Industrial, Mechanical and Production Engineers",85,6
2024-10,2339 Other Engineering Professionals,65,3
2024-10,2339 Other Engineering Professionals,75,4
2024-10,2339 Other Engineering Professionals,70,2
2024-10,2339 Other Engineering Professionals,80,1
2024-10,2339 Other Engineering Professionals,90,3
2024-10,2339 Other Engineering Professionals,85,1
2024-10,2339 Other Engineering Professionals,60,1
2024-10,2341 Agricultural and Forestry Scientists,85,1
2024-10,2544 Registered Nurses,65,14
2024-10,2544 Registered Nurses,75,31
2024-10,2544 Registered Nurses,70,13
2024-10,2544 Registered Nurses,80,6
2024-10,2544 Registered Nurses,90,2
2024-10,2544 Registered Nurses,85,3
2024-10,2544 Registered Nurses,60,1
2024-10,3513 Chefs,65,9
2024-10,3513 Chefs,75,11
2024-10,3513 Chefs,70,23
2024-10,3513 Chefs,80,8
2024-10,3513 Chefs,85,3
2024-10,3513 Chefs,55,1
2024-10,3513 Chefs,60,9
2024-10,3513 Chefs,50,2
2024-10,2334 Electronics Engineers,75,1
2024-10,2334 Electronics Engineers,85,2
2024-10,3232 Metal Fitters and Machinists,65,2
2024-10,3232 Metal Fitters and Machinists,75,1
2024-10,3232 Metal Fitters and Machinists,70,3
2024-10,3232 Metal Fitters and Machinists,60,1
2024-10,2631 Computer Network Professionals,65,1
2024-10,2631 Computer Network Professionals,75,4
2024-10,2631 Computer Network Professionals,80,1
2024-10,2631 Computer Network Professionals,85,1
2024-10,"2342 Chemists, and Food and Wine Scientists",70,1
2024-10,"2342 Chemists, and Food and Wine Scientists",85,2
2024-10,2713 Solicitors,75,2
2024-10,2713 Solicitors,80,1
2024-10,2713 Solicitors,85,1
2024-10,2331 Chemical and Materials Engineers,75,1
2024-10,2331 Chemical and Materials Engineers,70,1
2024-10,2333 Electrical Engineers,65,1
2024-10,2333 Electrical Engineers,75,1
2024-10,2333 Electrical Engineers,70,2
2024-10,2333 Electrical Engineers,80,2
2024-10,2333 Electrical Engineers,90,1
2024-10,2321 Architects and Landscape Architects,75,3
2024-10,2321 Architects and Landscape Architects,70,2
2024-10,2321 Architects and Landscape Architects,80,1
2024-10,2321 Architects and Landscape Architects,60,1
2024-10,2531 General Practitioners and Resident Medical officers,65,1
2024-10,2531 General Practitioners and Resident Medical officers,75,2
2024-10,2531 General Practitioners and Resident Medical officers,70,4
2024-10,2531 General Practitioners and Resident Medical officers,80,1
2024-10,2531 General Practitioners and Resident Medical officers,85,2
2024-10,2531 General Practitioners and Resident Medical officers,60,1
2024-10,2247 Management and Organisation Analysts,90,2
2024-10,2247 Management and Organisation Analysts,85,1
2024-10,2414 Secondary School Teachers,65,7
2024-10,2414 Secondary School Teachers,75,6
2024-10,2414 Secondary School Teachers,70,5
2024-10,"2241 Actuaries, Mathematicians and Statisticians",85,1
2024-10,2421 University Lecturers and Tutors,80,2
2024-10,2421 University Lecturers and Tutors,90,1
2024-10,2421 University Lecturers and Tutors,85,6
2024-10,2421 University Lecturers and Tutors,60,1
2024-10,2633 Telecommunications Engineering Professionals,75,1
2024-10,2633 Telecommunications Engineering Professionals,70,1
2024-10,1332 Engineering Managers,65,1
2024-10,3122 Civil Engineering Draftspersons and Technicians,65,4
2024-10,3122 Civil Engineering Draftspersons and Technicians,75,1
2024-10,3122 Civil Engineering Draftspersons and Technicians,70,2
2024-10,3122 Civil Engineering Draftspersons and Technicians,55,1
2024-10,2322 Cartographers and Surveyors,75,1
2024-10,2322 Cartographers and Surveyors,85,1
2024-10,2322 Cartographers and Surveyors,50,1
2024-10,2336 Mining Engineers,75,1
2024-10,2336 Mining Engineers,80,1
2024-10,3223 Structural Steel and Welding Trades Workers,65,2
2024-10,3223 Structural Steel and Welding Trades Workers,75,2
2024-10,1331 Construction Managers,75,3
2024-10,2343 Environmental Scientists,70,1
2024-10,2343 Environmental Scientists,80,2
2024-10,3132 Telecommunications Technical Specialists,70,1
2024-10,3312 Carpenters and Joiners,65,1
2024-10,3312 Carpenters and Joiners,55,2
2024-10,3312 Carpenters and Joiners,60,4
2024-10,2725 Social Workers,65,2
2024-10,2725 Social Workers,75,4
2024-10,2725 Social Workers,70,3
2024-10,2725 Social Workers,85,2
2024-10,3322 Painting Trades Workers,60,2
2024-10,3311 Bricklayers and Stonemasons,60,1
2024-10,1342 Health and Welfare Services Managers,70,1
2024-10,1342 Health and Welfare Services Managers,80,1
2024-10,2539 Other Medical Practitioners,75,1
2024-10,2539 Other Medical Practitioners,70,1
2024-10,2539 Other Medical Practitioners,90,1
2024-10,3411 Electricians,65,1
2024-10,3411 Electricians,60,2
2024-10,2525 Physiotherapists,75,3
2024-10,2525 Physiotherapists,70,2
2024-10,2525 Physiotherapists,80,2
2024-10,2525 Physiotherapists,85,1
2024-10,2512 Medical Imaging Professionals,75,1
2024-10,2527 Speech Professionals and Audiologists,75,2
2024-10,2524 Occupational Therapists,65,1
2024-10,2524 Occupational Therapists,75,9
2024-10,2524 Occupational Therapists,70,3
2024-10,3421 Airconditioning and Refrigeration Mechanics,65,1
2024-10,3421 Airconditioning and Refrigeration Mechanics,55,1
2024-10,2723 Psychologists,65,1
2024-10,2723 Psychologists,75,1
2024-10,2723 Psychologists,80,1
2024-10,2723 Psychologists,85,1
2024-10,2541 Midwives,65,1
2024-10,2541 Midwives,70,1
2024-10,3341 Plumbers,75,1
2024-10,2533 Internal Medicine Specialists,65,1
2024-10,2533 Internal Medicine Specialists,85,1
2024-10,3334 Wall and Floor Tilers,65,1
2024-10,3334 Wall and Floor Tilers,70,1
2024-10,3334 Wall and Floor Tilers,60,1
2024-10,2535 Surgeons,75,1
2024-10,2535 Surgeons,70,1
2025-03,2613 Software and Applications Programmers,65,1
2025-03,2613 Software and Applications Programmers,75,4
2025-03,2613 Software and Applications Programmers,80,2
2025-03,2613 Software and Applications Programmers,90,2
2025-03,2613 Software and Applications Programmers,85,2
2025-03,3212 Motor Mechanics,65,1
2025-03,3212 Motor Mechanics,75,2
2025-03,3212 Motor Mechanics,70,1
2025-03,3212 Motor Mechanics,60,1
2025-03,2332 Civil Engineering Professionals,65,10
2025-03,2332 Civil Engineering Professionals,75,6
2025-03,2332 Civil Engineering Professionals,70,4
2025-03,2332 Civil Engineering Professionals,80,3
2025-03,2332 Civil Engineering Professionals,90,3
2025-03,2332 Civil Engineering Professionals,60,1
2025-03,2411 Early Childhood (Pre-primary School) Teachers,65,10
2025-03,2411 Early Childhood (Pre-primary School) Teachers,75,18
2025-03,2411 Early Childhood (Pre-primary School) Teachers,70,26
2025-03,2411 Early Childhood (Pre-primary School) Teachers,80,13
2025-03,2411 Early Childhood (Pre-primary School) Teachers,55,1
2025-03,2411 Early Childhood (Pre-primary School) Teachers,60,3
2025-03,2611 ICT Business and Systems Analysts,65,2
2025-03,2611 ICT Business and Systems Analysts,75,3
2025-03,2611 ICT Business and Systems Analysts,70,1
2025-03,2611 ICT Business and Systems Analysts,80,3
2025-03,2611 ICT Business and Systems Analysts,95,1
2025-03,2611 ICT Business and Systems Analysts,90,3
2025-03,2611 ICT Business and Systems Analysts,85,2
2025-03,2211 Accountants,65,3
2025-03,2211 Accountants,75,1
2025-03,2211 Accountants,70,7
2025-03,2211 Accountants,80,2
2025-03,2211 Accountants,90,2
2025-03,2211 Accountants,85,2
2025-03,2211 Accountants,60,5
2025-03,2211 Accountants,50,1
2025-03,"2621 Database and Systems Administrators, and ICT Security Specialists",65,1
2025-03,"2621 Database and Systems Administrators, and ICT Security Specialists",75,2
2025-03,"2621 Database and Systems Administrators, and ICT Security Specialists",80,1
2025-03,"2621 Database and Systems Administrators, and ICT Security Specialists",90,1
2025-03,"2212 Auditors, Company Secretaries and Corporate Treasurers",65,2
2025-03,"2212 Auditors, Company Secretaries and Corporate Treasurers",70,1
2025-03,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,1
2025-03,2345 Life Scientists,70,1
2025-03,2345 Life Scientists,85,1
2025-03,2345 Life Scientists,60,1
2025-03,"2335 Industrial, Mechanical and Production Engineers",65,1
2025-03,"2335 Industrial, Mechanical and Production Engineers",75,1
2025-03,"2335 Industrial, Mechanical and Production Engineers",80,1
2025-03,"2335 Industrial, Mechanical and Production Engineers",85,1
2025-03,2339 Other Engineering Professionals,65,2
2025-03,2339 Other Engineering Professionals,75,1
2025-03,2339 Other Engineering Professionals,70,4
2025-03,2339 Other Engineering Professionals,85,1
2025-03,2341 Agricultural and Forestry Scientists,65,2
2025-03,2544 Registered Nurses,65,13
2025-03,2544 Registered Nurses,75,11
2025-03,2544 Registered Nurses,70,16
2025-03,2544 Registered Nurses,80,12
2025-03,2544 Registered Nurses,85,1
2025-03,2544 Registered Nurses,60,4
2025-03,2544 Registered Nurses,50,1
2025-03,3513 Chefs,65,4
2025-03,3513 Chefs,75,15
2025-03,3513 Chefs,70,11
2025-03,3513 Chefs,80,2
2025-03,3513 Chefs,55,2
2025-03,3513 Chefs,60,6
2025-03,3513 Chefs,50,1
2025-03,2334 Electronics Engineers,85,1
2025-03,2334 Electronics Engineers,60,1
2025-03,3232 Metal Fitters and Machinists,65,1
2025-03,3232 Metal Fitters and Machinists,70,1
2025-03,3232 Metal Fitters and Machinists,80,1
2025-03,2631 Computer Network Professionals,65,1
2025-03,2631 Computer Network Professionals,75,1
2025-03,"2342 Chemists, and Food and Wine Scientists",70,1
2025-03,"2342 Chemists, and Food and Wine Scientists",95,1
2025-03,2331 Chemical and Materials Engineers,65,1
2025-03,2331 Chemical and Materials Engineers,75,1
2025-03,2331 Chemical and Materials Engineers,70,1
2025-03,2331 Chemical and Materials Engineers,95,1
2025-03,2331 Chemical and Materials Engineers,90,1
2025-03,2331 Chemical and Materials Engineers,85,1
2025-03,3123 Electrical Engineering Draftspersons and Technicians,70,3
2025-03,2333 Electrical Engineers,65,2
2025-03,2333 Electrical Engineers,75,2
2025-03,2333 Electrical Engineers,85,1
2025-03,2333 Electrical Engineers,60,2
2025-03,2321 Architects and Landscape Architects,65,4
2025-03,2321 Architects and Landscape Architects,75,4
2025-03,2321 Architects and Landscape Architects,70,8
2025-03,2321 Architects and Landscape Architects,80,1
2025-03,2321 Architects and Landscape Architects,85,2
2025-03,2321 Architects and Landscape Architects,60,1
2025-03,2531 General Practitioners and Resident Medical officers,65,1
2025-03,2531 General Practitioners and Resident Medical officers,75,7
2025-03,2531 General Practitioners and Resident Medical officers,70,4
2025-03,2531 General Practitioners and Resident Medical officers,80,3
2025-03,2531 General Practitioners and Resident Medical officers,90,3
2025-03,2531 General Practitioners and Resident Medical officers,85,8
2025-03,2531 General Practitioners and Resident Medical officers,60,1
2025-03,2247 Management and Organisation Analysts,70,1
2025-03,2414 Secondary School Teachers,65,9
2025-03,2414 Secondary School Teachers,75,4
2025-03,2414 Secondary School Teachers,70,10
2025-03,2414 Secondary School Teachers,80,8
2025-03,2414 Secondary School Teachers,85,3
2025-03,2414 Secondary School Teachers,60,2
2025-03,1341 Child Care Centre Managers,75,1
2025-03,1341 Child Care Centre Managers,70,1
2025-03,"2241 Actuaries, Mathematicians and Statisticians",70,1
2025-03,"2241 Actuaries, Mathematicians and Statisticians",85,1
2025-03,2421 University Lecturers and Tutors,65,1
2025-03,2421 University Lecturers and Tutors,75,1
2025-03,2421 University Lecturers and Tutors,80,3
2025-03,2421 University Lecturers and Tutors,95,1
2025-03,2421 University Lecturers and Tutors,90,1
2025-03,2421 University Lecturers and Tutors,85,1
2025-03,2633 Telecommunications Engineering Professionals,95,1
2025-03,1332 Engineering Managers,75,1
2025-03,3122 Civil Engineering Draftspersons and Technicians,65,4
2025-03,3122 Civil Engineering Draftspersons and Technicians,75,3
2025-03,3122 Civil Engineering Draftspersons and Technicians,70,7
2025-03,3122 Civil Engineering Draftspersons and Technicians,80,1
2025-03,3122 Civil Engineering Draftspersons and Technicians,60,1
2025-03,1399 Other Specialist Managers,65,1
2025-03,2322 Cartographers and Surveyors,75,2
2025-03,2322 Cartographers and Surveyors,85,1
2025-03,2336 Mining Engineers,80,1
2025-03,3223 Structural Steel and Welding Trades Workers,65,3
2025-03,3223 Structural Steel and Welding Trades Workers,70,1
2025-03,1331 Construction Managers,75,2
2025-03,1331 Construction Managers,70,2
2025-03,1331 Construction Managers,80,2
2025-03,1331 Construction Managers,85,1
2025-03,2343 Environmental Scientists,75,1
2025-03,2343 Environmental Scientists,85,1
2025-03,3132 Telecommunications Technical Specialists,70,1
2025-03,3312 Carpenters and Joiners,65,3
2025-03,3312 Carpenters and Joiners,75,6
2025-03,3312 Carpenters and Joiners,70,5
2025-03,3312 Carpenters and Joiners,80,1
2025-03,3312 Carpenters and Joiners,55,2
2025-03,3312 Carpenters and Joiners,60,1
2025-03,2725 Social Workers,65,1
2025-03,2725 Social Workers,75,2
2025-03,2725 Social Workers,70,3
2025-03,2725 Social Workers,80,5
2025-03,2725 Social Workers,85,1
2025-03,3322 Painting Trades Workers,65,2
2025-03,3322 Painting Trades Workers,75,1
2025-03,3322 Painting Trades Workers,55,1
2025-03,3423 Electronics Trades Workers,80,1
2025-03,3423 Electronics Trades Workers,85,1
2025-03,3423 Electronics Trades Workers,60,1
2025-03,3311 Bricklayers and Stonemasons,70,1
2025-03,3311 Bricklayers and Stonemasons,60,1
2025-03,2539 Other Medical Practitioners,75,1
2025-03,2539 Other Medical Practitioners,80,2
2025-03,2539 Other Medical Practitioners,85,2
2025-03,3411 Electricians,65,4
2025-03,3411 Electricians,75,1
2025-03,3411 Electricians,70,4
2025-03,2525 Physiotherapists,65,2
2025-03,2525 Physiotherapists,70,2
2025-03,2525 Physiotherapists,80,1
2025-03,2512 Medical Imaging Professionals,75,1
2025-03,2512 Medical Imaging Professionals,70,1
2025-03,2527 Speech Professionals and Audiologists,65,3
2025-03,2527 Speech Professionals and Audiologists,75,1
2025-03,2527 Speech Professionals and Audiologists,85,2
2025-03,2524 Occupational Therapists,75,3
2025-03,2524 Occupational Therapists,70,1
2025-03,2524 Occupational Therapists,80,1
2025-03,2524 Occupational Therapists,85,1
2025-03,3421 Airconditioning and Refrigeration Mechanics,75,1
2025-03,2346 Medical Laboratory Scientists,75,1
2025-03,2346 Medical Laboratory Scientists,55,1
2025-03,2541 Midwives,65,1
2025-03,2541 Midwives,75,2
2025-03,3341 Plumbers,60,1
2025-03,2533 Internal Medicine Specialists,60,1
2025-03,3332 Plasterers,65,1
2025-03,3334 Wall and Floor Tilers,75,1
2025-03,3334 Wall and Floor Tilers,50,1
2025-03,2534 Psychiatrists,70,1
2026-08,2332 Civil Engineering Professionals,75,3
2026-08,2332 Civil Engineering Professionals,80,2
2026-08,2332 Civil Engineering Professionals,95,3
2026-08,2332 Civil Engineering Professionals,85,2
2026-08,2411 Early Childhood (Pre-primary School) Teachers,75,3
2026-08,2411 Early Childhood (Pre-primary School) Teachers,70,1
2026-08,2411 Early Childhood (Pre-primary School) Teachers,80,1
2026-08,2411 Early Childhood (Pre-primary School) Teachers,90,2
2026-08,2211 Accountants,65,1
2026-08,2211 Accountants,75,1
2026-08,2211 Accountants,70,1
2026-08,"2335 Industrial, Mechanical and Production Engineers",65,1
2026-08,2339 Other Engineering Professionals,60,1
2026-08,2341 Agricultural and Forestry Scientists,65,1
2026-08,2341 Agricultural and Forestry Scientists,75,1
2026-08,2544 Registered Nurses,65,3
2026-08,2544 Registered Nurses,75,1
2026-08,2544 Registered Nurses,70,7
2026-08,2544 Registered Nurses,80,2
2026-08,3513 Chefs,65,1
2026-08,3513 Chefs,75,1
2026-08,3513 Chefs,70,2
2026-08,3513 Chefs,80,6
2026-08,3513 Chefs,90,1
2026-08,3513 Chefs,85,5
2026-08,3513 Chefs,60,1
2026-08,2631 Computer Network Professionals,70,1
2026-08,2531 General Practitioners and Resident Medical officers,80,1
2026-08,"2241 Actuaries, Mathematicians and Statisticians",80,1
2026-08,3122 Civil Engineering Draftspersons and Technicians,65,1
2026-08,3122 Civil Engineering Draftspersons and Technicians,80,2
2026-08,3122 Civil Engineering Draftspersons and Technicians,95,1
2026-08,3312 Carpenters and Joiners,65,1
2026-08,3312 Carpenters and Joiners,70,1
2026-08,2725 Social Workers,75,1
2026-08,3322 Painting Trades Workers,65,1
2026-08,3322 Painting Trades Workers,55,1
2026-08,2539 Other Medical Practitioners,75,1
2026-08,3411 Electricians,75,1
2026-08,3411 Electricians,60,1
2026-08,2525 Physiotherapists,75,1
2026-08,3332 Plasterers,75,1
2026-08,3334 Wall and Floor Tilers,65,1
2025-04,2613 Software and Applications Programmers,75,1
2025-04,2613 Software and Applications Programmers,70,2
2025-04,2613 Software and Applications Programmers,80,3
2025-04,2613 Software and Applications Programmers,95,3
2025-04,2613 Software and Applications Programmers,90,4
2025-04,2613 Software and Applications Programmers,85,7
2025-04,3212 Motor Mechanics,65,1
2025-04,3212 Motor Mechanics,70,1
2025-04,3212 Motor Mechanics,80,2
2025-04,3212 Motor Mechanics,60,1
2025-04,2332 Civil Engineering Professionals,65,8
2025-04,2332 Civil Engineering Professionals,75,4
2025-04,2332 Civil Engineering Professionals,70,3
2025-04,2332 Civil Engineering Professionals,80,5
2025-04,2332 Civil Engineering Professionals,90,3
2025-04,2332 Civil Engineering Professionals,85,6
2025-04,2332 Civil Engineering Professionals,60,1
2025-04,2411 Early Childhood (Pre-primary School) Teachers,65,5
2025-04,2411 Early Childhood (Pre-primary School) Teachers,75,4
2025-04,2411 Early Childhood (Pre-primary School) Teachers,70,13
